smiles,ID,endpoint,MW,cano_smiles
[O-][N+](=O)c1cc2CCc3cccc4CCc(c1)c2c34,2928,1,251.09,O=[N+]([O-])c1cc2c3c(c1)CCc1cccc(c1-3)CC2
O1C2C1c3cc4ccccc4cc3c5ccccc25,2929,1,244.09,c1ccc2c(c1)-c1cc3ccccc3cc1C1OC21
CC1=CC(=O)Oc2ccc3OC4(C)OOC4(C)c3c12,2930,1,260.07,Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3
CCCCON(OC(=O)C)C(=O)c1ccc(Cl)cc1,2931,1,285.08,CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1
Cc1cccc2nc3c(ccc4ccccc34)cc12,2932,1,243.1,Cc1cccc2nc3c(ccc4ccccc43)cc12
CC(=O)Nc1ccc(Oc2ccc(NO)cc2)cc1,2933,1,258.1,CC(=O)Nc1ccc(Oc2ccc(NO)cc2)cc1
COc1ccc(cn1)N=Nc2ccc(cc2)N(C)C,2934,1,256.13,COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1
Cc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,2935,1,254.06,Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O
CC(C)CC(=O)OCc1cocc2c(C=O)ccc12,2936,1,260.1,CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2
OC1C(O)c2cccc3c4ccccc4[C@@]5(O[C@@H]15)c23,2937,1,252.08,OC1c2cccc3c2[C@]2(O[C@H]2C1O)c1ccccc1-3
COC(=O)C12CC1(C=O)C(=CC3CC(C)(C)CC23)C=O,2938,1,276.14,COC(=O)C12CC1(C=O)C(C=O)=CC1CC(C)(C)CC12
CC1C2C(=Nc3ccccc23)N(C)c4ccc(C)cc14,2939,1,262.15,Cc1ccc2c(c1)C(C)C1C(=Nc3ccccc31)N2C
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(C(=O)NC2=O)C(F)(F)F,2940,1,296.06,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
CC(=O)Nc1ccc(cc1)N=Nc2cc(C)ccc2O,2941,1,269.12,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1
C[C@@H]1[C@H](O)CCC2=CC(=O)[C@]3(O[C@H]3[C@@]12C)[C@H]4O[C@H]4CO,2942,1,280.13,C[C@@H]1[C@H](O)CCC2=CC(=O)[C@@]3([C@H]4O[C@H]4CO)O[C@H]3[C@]21C
OCc1cc2ccccc2c3ccc4ccccc4c13,2943,1,258.1,OCc1cc2ccccc2c2ccc3ccccc3c12
COc1ccc2c3ccccc3C(=O)c4cccc1c24,2944,1,260.08,COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2
[O-][N+](=O)c1ccc(cc1)C(=O)[C@H]2O[C@@H]2c3ccccc3,2945,1,269.07,O=C(c1ccc([N+](=O)[O-])cc1)[C@H]1O[C@@H]1c1ccccc1
[O-][N+](=O)c1cccc(\C=N\c2snc3ccccc23)c1,2947,1,283.04,O=[N+]([O-])c1cccc(/C=N/c2snc3ccccc23)c1
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,2948,1,307.08,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O
O[C@@H]1C=Cc2c(ccc3cc4ccccc4cc23)[C@H]1O,2949,1,262.1,O[C@@H]1C=Cc2c(ccc3cc4ccccc4cc23)[C@H]1O
CCOP(=O)(OCC)O\C(=C/Cl)\c1ccc(Cl)cc1Cl,2950,1,357.97,CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl
COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N,2951,1,268.08,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O
CN(C)c1ccc(cc1)N=Nc2ccc3[nH]ncc3c2,2952,1,265.13,CN(C)c1ccc(N=Nc2ccc3[nH]ncc3c2)cc1
[O-][N+](=O)c1ccc(CNc2[nH]cnc3ncnc23)cc1,2953,1,270.09,O=[N+]([O-])c1ccc(CNc2[nH]cnc3ncnc2-3)cc1
CC1C2C(=Nc3ccc(C)cc23)N(C)c4ccccc14,2954,1,262.15,Cc1ccc2c(c1)C1C(=N2)N(C)c2ccccc2C1C
Oc1ccc(Cl)c2C(=O)c3c(O)ccc(Cl)c3C(=O)c12,2955,1,307.96,O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21
BrC[C@@H](Br)COP(=O)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,2956,1,691.58,O=P(OC[C@H](Br)CBr)(OC[C@H](Br)CBr)OC[C@H](Br)CBr
CN(CCC#N)c1ccc(cc1)N=Nc2ccccc2,2957,1,264.14,CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1
Cc1cccc2C3OC3c4cc5ccccc5cc4c12,2958,1,258.1,Cc1cccc2c1-c1cc3ccccc3cc1C1OC21
OC1C=Cc2c(ccc3c4CCC(=O)c4ccc23)C1O,2959,1,266.09,O=C1CCc2c1ccc1c3c(ccc21)C(O)C(O)C=C3
CC1=CCCc2c1cc(C)c3c2ccc4ccccc34,2961,1,258.14,CC1=CCCc2c1cc(C)c1c2ccc2ccccc21
Nc1ccc2N=C3C(=CC(=N)c4ccccc34)Oc2c1,2962,1,261.09,N=c1cc2oc3cc(N)ccc3nc-2c2ccccc12
Oc1c([nH]c2ccccc12)C3=Nc4ccccc4C3=O,2963,1,262.07,O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21
CN(C)c1ccc(cc1)N=Nc2ccccc2C(=O)O,2964,1,269.12,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1
Cc1ccccc1N=Nc2c(O)ccc3ccccc23,2965,1,262.11,Cc1ccccc1N=Nc1c(O)ccc2ccccc12
C[C@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@]3(C)[C@H](O)O[C@H](O)C[C@H]13,2966,1,282.15,C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12
CCOC(=O)C(C#N)c1snc2ccc(cc12)[N+](=O)[O-],2967,1,291.03,CCOC(=O)C(C#N)c1snc2ccc([N+](=O)[O-])cc12
CCc1cc2C(=O)CCc2c3ccc4ccccc4c13,2968,1,260.12,CCc1cc2c(c3ccc4ccccc4c13)CCC2=O
O=C(OC[C@H]1CO1)c2cccc(c2)C(=O)OC[C@H]3CO3,2969,1,278.08,O=C(OC[C@H]1CO1)c1cccc(C(=O)OC[C@H]2CO2)c1
[O-][N+](=O)c1ccc2[C@H]3O[C@H]3c4cccc5ccc1c2c45,2970,1,263.06,O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)[C@@H]1O[C@H]21
O=C(OC[C@H]1CO1)[C@H]2CCCC[C@@H]2C(=O)OC[C@H]3CO3,2972,1,284.13,O=C(OC[C@H]1CO1)[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CO1
[O-][N+](=O)c1ccc2ccc3cccc4[C@H]5O[C@H]5c1c2c34,2973,1,263.06,O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1[C@@H]1O[C@H]41
CN(C)c1ccc2cc3ccc(cc3nc2c1)N(C)C,2974,1,265.16,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1
Cc1cccc2c1cc(C)c3c4ccccc4ccc23,2975,1,256.13,Cc1cccc2c1cc(C)c1c3ccccc3ccc21
CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,2977,1,284.12,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1
CC\C=C\C=C\C=C\C=C\C=C\C=C\OCC(O)CO,2978,1,276.17,CC/C=C/C=C/C=C/C=C/C=C/C=C/OCC(O)CO
Cc1cc2C(=O)CCCc2c3ccc4ccccc4c13,2979,1,260.12,Cc1cc2c(c3ccc4ccccc4c13)CCCC2=O
CN(C)c1ccc(cc1)N=Nc2ccc3ncsc3c2,2981,1,282.09,CN(C)c1ccc(N=Nc2ccc3ncsc3c2)cc1
[O-][N+](=O)c1ccc(\C=N\c2snc3ccccc23)cc1,2982,1,283.04,O=[N+]([O-])c1ccc(/C=N/c2snc3ccccc23)cc1
CCOC(=O)C(C#N)c1snc2c(cccc12)[N+](=O)[O-],2983,1,291.03,CCOC(=O)C(C#N)c1snc2c([N+](=O)[O-])cccc12
CN(C)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C,2985,1,267.17,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1
C[C@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@]3(C)[C@H](O)C[C@H](O)C[C@H]13,2986,1,282.18,C[C@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@]2(C)[C@H](O)C[C@H](O)C[C@H]12
CC(C)NC[C@@H]1CCc2cc(CO)c(cc2N1)[N+](=O)[O-],2987,1,279.16,CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1
OCC(O)C(O)C(O)C(NC(=O)N(CCCl)N=O)C=O,2988,1,313.07,O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO
CN(OC(=O)C)c1ccc(cc1)N=Nc2ccccc2,2989,1,269.12,CC(=O)ON(C)c1ccc(N=Nc2ccccc2)cc1
CN(C)CNc1oc(\C=C\c2oc(cc2)[N+](=O)[O-])nn1,2990,1,279.1,CN(C)CNc1nnc(/C=C/c2ccc([N+](=O)[O-])o2)o1
CCCCc1ccc(cc1)\N=C/c2ccc(OC)cc2,2991,1,267.16,CCCCc1ccc(/N=C\c2ccc(OC)cc2)cc1
Cc1cccc2C3NC3c4cc5ccccc5cc4c12,2992,1,257.12,Cc1cccc2c1-c1cc3ccccc3cc1C1NC21
ClC1c2cccc3ccc4c5ccccc5cc1c4c23,2993,1,274.05,ClC1c2cccc3ccc4c5ccccc5cc1c4c23
Cc1c(C)c2c(ccc3ccccc23)c4CCC(=O)c14,2994,1,260.12,Cc1c2c(c3ccc4ccccc4c3c1C)CCC2=O
CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,2995,1,306.09,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
Cc1cc2C(=O)[C@@H](O)Cc2c3ccc4ccccc4c13,2997,1,262.1,Cc1cc2c(c3ccc4ccccc4c13)C[C@H](O)C2=O
COCCOC(=O)c1ccccc1C(=O)OCCOC,2998,1,282.11,COCCOC(=O)c1ccccc1C(=O)OCCOC
O=C1c2cccc3ccc4c5ccccc5cc1c4c23,2999,1,254.07,O=c1c2cccc3ccc4c5ccccc5cc1c4c32
Cc1ccc(NN=NCc2ccc(cc2)[N+](=O)[O-])cc1,3000,1,270.11,Cc1ccc(NN=NCc2ccc([N+](=O)[O-])cc2)cc1
[O-][N+](=O)c1ccc(SSc2ccc(cc2)[N+](=O)[O-])cc1,3001,1,307.99,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1
Oc1ccc2C(=O)c3cccc4c(O)ccc(c2c1)c34,3002,1,262.06,O=C1c2ccc(O)cc2-c2ccc(O)c3cccc1c23
Cc1cc(ccc1N=C=O)c2ccc(N=C=O)c(C)c2,3003,1,264.09,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,3004,1,691.58,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
O=C(OCC1CO1)C2CCCCC2C(=O)OCC3CO3,3005,1,284.13,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1
Cc1c2ccccc2c(C)c3c1ccc4ccccc34,3007,1,256.13,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,3008,1,305.08,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N.[Cl-]
O=C1\C(=C\2/Nc3ccccc3C2=O)\Nc4ccccc14,3009,1,262.07,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21
CN(C)c1ccc(cc1)\N=N\c2ccccc2C(=O)O,3010,1,269.12,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1
[Cl-].CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,3011,1,305.08,CNc1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
[O-][N+](=O)c1ccc(CNc2ncnc3nc[nH]c23)cc1,3013,1,270.09,O=[N+]([O-])c1ccc(CNc2ncnc3nc[nH]c23)cc1
CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+](=O)[O-],3015,1,279.16,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],3016,1,312.99,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
CC(=O)Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,3017,1,328.98,CC(=O)Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
Cc1c(O)cc2C(=O)c3c(O)cccc3C(=O)c2c1O,3018,1,270.05,Cc1c(O)cc2c(c1O)C(=O)c1cccc(O)c1C2=O
CC(=O)Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-],3019,1,269.08,CC(=O)Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-]
CC(=O)Nc1cc2c(cc1[N+](=O)[O-])[nH]c3ccccc23,3020,1,269.08,CC(=O)Nc1cc2c(cc1[N+](=O)[O-])[nH]c1ccccc12
Cc1cccc2c3Oc3c4cc5ccccc5cc4c12,3021,1,256.09,Cc1cccc2c3c(c4cc5ccccc5cc4c12)O3
[O-][N+](=O)c1ccc(cc1)C(=O)N2N=CC(=C(Cl)C2=O)Cl,3022,1,312.97,O=C(c1ccc([N+](=O)[O-])cc1)n1ncc(Cl)c(Cl)c1=O
Cc1cccc2c3Nc3c4cc5ccccc5cc4c12,3023,1,255.1,Cc1cccc2c3c(c4cc5ccccc5cc4c12)N3
ON(C=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,3024,1,330.96,O=CN(O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
OC1=CC=C(O)C2C1C(=O)c3c(O)ccc(O)c3C2=O,3025,1,274.05,O=C1c2c(O)ccc(O)c2C(=O)C2C(O)=CC=C(O)C12
OCC1OC(CC1O)N2C=C(C(=O)NC2=O)C(F)(F)F,3026,1,296.06,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
COC(=O)C12C[C@@]1(C=O)C(=C[C@@H]3CC(C)(C)C[C@H]23)C=O,3027,1,276.14,COC(=O)C12C[C@@]1(C=O)C(C=O)=C[C@@H]1CC(C)(C)C[C@@H]12
CC(=O)Nc1ccc(N\N=C/2\C=C(C)C=CC2=O)cc1,3028,1,269.12,CC(=O)Nc1ccc(N/N=C2/C=C(C)C=CC2=O)cc1
CC(C)N\C(=N/C(C)C)\OCc1ccc(cc1)[N+](=O)[O-],3029,1,279.16,CC(C)/N=C(\NC(C)C)OCc1ccc([N+](=O)[O-])cc1
CN(C)c1ccc(cc1)\N=N\c2ccc3[nH]ncc3c2,3030,1,265.13,CN(C)c1ccc(/N=N/c2ccc3[nH]ncc3c2)cc1
CN(C)c1ccc(cc1)\N=N\c2ccc3ncsc3c2,3031,1,282.09,CN(C)c1ccc(/N=N/c2ccc3ncsc3c2)cc1
[H+].[H+].[Cl-].[Cl-].COc1cc(ccc1N)c2ccc(N)c(OC)c2,3032,1,316.07,COc1cc(-c2ccc(N)c(OC)c2)ccc1N.[Cl-].[Cl-].[H+].[H+]
OCc1oc(cc1)c2nccc3c4ccccc4[nH]c23,3033,1,264.09,OCc1ccc(-c2nccc3c2[nH]c2ccccc23)o1
CN(CCC#N)c1ccc(cc1)\N=N\c2ccccc2,3034,1,264.14,CN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1
[O-][N+](=O)c1ccc(cc1)C(=O)[C@@H]2O[C@H]2c3ccccc3,3035,1,269.07,O=C(c1ccc([N+](=O)[O-])cc1)[C@@H]1O[C@H]1c1ccccc1
[Na+].OC(=O)c1ccc(\C=C\c2oc(cc2)[N+](=O)[O-])cc1,3036,1,282.04,O=C(O)c1ccc(/C=C/c2ccc([N+](=O)[O-])o2)cc1.[Na+]
CN(C)\C=N\c1oc(\C=C\c2oc(cc2)[N+](=O)[O-])nn1,3037,1,277.08,CN(C)/C=N/c1nnc(/C=C/c2ccc([N+](=O)[O-])o2)o1
Cc1ccc(cc1)\N=N\NCc2ccc(cc2)[N+](=O)[O-],3038,1,270.11,Cc1ccc(/N=N/NCc2ccc([N+](=O)[O-])cc2)cc1
C\C=C(/Cl)\C1=C(Cl)C(=O)[C@@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O,3039,1,316.03,C/C=C(\Cl)C1=C(Cl)C(=O)[C@@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O
Cc1c2C3NC3c4ccccc4c2cc5ccccc15,3040,1,257.12,Cc1c2c(cc3ccccc13)-c1ccccc1C1NC21
C[C@H]1[C@H](O)CCC2=CC(=O)[C@@]3(O[C@@H]3[C@]12C)[C@@]4(CO)CO4,3041,1,280.13,C[C@H]1[C@H](O)CCC2=CC(=O)[C@]3([C@@]4(CO)CO4)O[C@@H]3[C@@]21C
O=C1C=CC2=CC3=Cc4cccc5ccc(C2=C1)c3c45,3042,1,254.07,O=c1ccc2cc3cc4cccc5ccc(c2c1)c3c54
[O-][N+](=O)c1ccc2C3OC3c4cccc5ccc1c2c45,3043,1,263.06,O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21
[O-][N+](=O)c1ccc2ccc3cccc4C5OC5c1c2c34,3044,1,263.06,O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1C1OC41
CC(N(N=[N+]=[N-])C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,3045,1,286.16,CC(C(=O)OC(C)(C)C)N(N=[N+]=[N-])C(=O)OC(C)(C)C
CC1(C)CC2C(O)(C1)C=C(C=O)C34CC23C(=O)OC4O,3046,1,278.12,CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1
Cc1ccc2c(c1)c(C)c3c4ccccc4nc3n2C,3047,1,260.13,Cc1ccc2c(c1)c(C)c1c3ccccc3nc-1n2C
Cc1cccc2c(C)c3c4ccccc4nc3n(C)c12,3048,1,260.13,Cc1c2c3ccccc3nc-2n(C)c2c(C)cccc12
Cc1ccc2nc3c(c(C)c4ccccc4n3C)c2c1,3049,1,260.13,Cc1ccc2nc3n(C)c4ccccc4c(C)c-3c2c1
CC\C=C\C=C\C=C\C=C/C=C/C=C/OCC(O)CO,3050,1,276.17,CC/C=C/C=C/C=C/C=C\C=C\C=C\OCC(O)CO
ClC1C=CC2=CC3=Cc4cccc5ccc(C2=C1)c3c45,3051,1,274.05,ClC1C=Cc2cc3c4c(ccc5cccc(c54)C=3)c2=C1
Oc1ccc(\C=N\C2SNc3c(Cl)cc(Cl)cc23)cc1,3052,1,323.99,Oc1ccc(/C=N/C2SNc3c(Cl)cc(Cl)cc32)cc1
[O-][N+](=O)c1ccc(\C=N\C2SNc3ccccc23)cc1,3053,1,285.06,O=[N+]([O-])c1ccc(/C=N/C2SNc3ccccc32)cc1
CCOC(=O)C(C#N)C1SNc2ccc(cc12)[N+](=O)[O-],3056,1,293.05,CCOC(=O)C(C#N)C1SNc2ccc([N+](=O)[O-])cc21
CC(C)c1ccc(C=Cc2ccc(cc2)[N+](=O)[O-])cc1,3057,1,267.13,CC(C)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1
Nc1ncnc2c1ncn2Cc3ccc(cc3)[N+](=O)[O-],3058,1,270.09,Nc1ncnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1
[O-][N+](=O)c1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,3059,1,330.92,O=[N+]([O-])c1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
Oc1ccc2c(c1)c3ccc(c4cccc2c34)[N+](=O)[O-],3060,1,263.06,O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccc(O)cc1-2
[O-][N+](=O)c1cccc2c1ccc3cccc(c23)[N+](=O)[O-],3061,1,268.05,O=[N+]([O-])c1cccc2c1ccc1cccc([N+](=O)[O-])c12
COc1cc(O)c2C(=O)c3c(O)cc(C)cc3Cc2c1,3062,1,270.09,COc1cc(O)c2c(c1)Cc1cc(C)cc(O)c1C2=O
[O-][N+](=O)c1ccc2c3ccccc3cc(c2c1)[N+](=O)[O-],3063,1,268.05,O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc1ccccc12
CCc1c2ccccc2cc3c1ccc4ccccc34,3064,1,256.13,CCc1c2ccccc2cc2c1ccc1ccccc12
[O-][N+](=O)c1oc(cc1)c2csc(NC(=O)C(F)(F)F)n2,3065,1,306.99,O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)C(F)(F)F
Oc1ccc2c(ccc3c4ccccc4c1c23)[N+](=O)[O-],3066,1,263.06,O=[N+]([O-])c1ccc2c3c(c(O)ccc13)-c1ccccc1-2
Nc1ccc(cc1)c2ccc(cc2)c3ccc(N)cc3,3067,1,260.13,Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1
[O-][N+](=O)c1ccccc1SS\C(=C(/Cl)\C(=C(Cl)Cl)Cl)\Cl,3068,1,408.81,O=[N+]([O-])c1ccccc1SS/C(Cl)=C(\Cl)C(Cl)=C(Cl)Cl
Oc1ccc(cc1)C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-],3069,1,275.05,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1
Oc1c(Cl)cc(Cl)cc1S(=O)c2cc(Cl)cc(Cl)c2O,3070,1,369.88,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
[O-][N+](=O)c1ccc2c(ccc3ccc(cc23)[N+](=O)[O-])c1,3071,1,268.05,O=[N+]([O-])c1ccc2c(ccc3ccc([N+](=O)[O-])cc32)c1
Cc1c2C3OC3c4ccccc4c2cc5ccccc15,3072,1,258.1,Cc1c2c(cc3ccccc13)-c1ccccc1C1OC21
ClCc1c2ccccc2cc3c1ccc4ccccc34,3073,1,276.07,ClCc1c2ccccc2cc2c1ccc1ccccc12
COc1cc(O)c2C(=O)c3c(O)ccc(O)c3Oc2c1,3074,1,274.05,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1
c1ccc2c(c1)nc3ccc4cccc5ccc2c3c45,3075,1,253.09,c1cc2ccc3nc4ccccc4c4ccc(c1)c2c34
[O-][N+](=O)c1cccc2cc(c3ccccc3c12)[N+](=O)[O-],3076,1,268.05,O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2c2ccccc12
[O-][N+](=O)c1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,3077,1,270.06,O=[N+]([O-])c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1
Nc1ccc(O)c2C(=O)c3c(N)ccc(O)c3C(=O)c12,3078,1,270.06,Nc1ccc(O)c2c1C(=O)c1c(O)ccc(N)c1C2=O
COc1ccc(cc1[N+](=O)[O-])C(=O)Nc2ccccc2,3079,1,272.08,COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-]
CCOC(=O)c1c2c(nn[n+]1[O-])c3ccccc3n2C,3080,1,272.09,CCOC(=O)c1c2c(nn[n+]1[O-])c1ccccc1n2C
CCCC\C=C\C=C\C=C\C=C\C=C\OCC(O)CO,3081,1,278.19,CCCC/C=C/C=C/C=C/C=C/C=C/OCC(O)CO
CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,3082,1,311.01,CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1
CC(=O)Nc1ccc(\C=C\C(=O)c2ccccc2)cc1,3083,1,265.11,CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1
c1ccc2c(c1)c3cccc4c5ccccc5cc2c34,3084,1,252.09,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
CC(=O)Nc1ccc(cc1)c2ccc(NC(=O)C)cc2,3085,1,268.12,CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1
[O-][N+](=O)c1ccc2Oc3cc(ccc3Oc2c1)[N+](=O)[O-],3089,1,274.02,O=[N+]([O-])c1ccc2c(c1)Oc1ccc([N+](=O)[O-])cc1O2
Cc1nc2C(=O)C=CC(=O)c2c3[nH]c4ccccc4c13,3090,1,262.07,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=CC2=O
Nc1ccc(c2ccc(cc2N)[N+](=O)[O-])c(c1)[N+](=O)[O-],3091,1,274.07,Nc1ccc(-c2ccc([N+](=O)[O-])cc2N)c([N+](=O)[O-])c1
O=C(OC\C=C\c1ccccc1)\C=C\c2ccccc2,3093,1,264.12,O=C(/C=C/c1ccccc1)OC/C=C/c1ccccc1
Oc1c(cc2c3ccccc3[nH]c2c1[N+](=O)[O-])[N+](=O)[O-],3094,1,273.04,O=[N+]([O-])c1cc2c([nH]c3ccccc32)c([N+](=O)[O-])c1O
Nc1ccc(c2ccc(N)cc2[N+](=O)[O-])c(c1)[N+](=O)[O-],3095,1,274.07,Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
OC1C(O)c2ccc3c4CCCc4ccc3c2C5OC15,3099,1,268.11,OC1c2ccc3c4c(ccc3c2C2OC2C1O)CCC4
Cc1cc2c(O)cccc2c3cc4ccccc4cc13,3100,1,258.1,Cc1cc2c(O)cccc2c2cc3ccccc3cc12
O=C1C=Cc2ccc3c(ccc4ccccc34)c2C1=O,3101,1,258.07,O=C1C=Cc2ccc3c(ccc4ccccc43)c2C1=O
Oc1ccc2c(c1)c3cccc4c(ccc2c34)[N+](=O)[O-],3104,1,263.06,O=[N+]([O-])c1ccc2c3c(cccc13)-c1cc(O)ccc1-2
CC(=O)ON(C(=O)C)c1ccc(cc1)c2ccccc2,3105,1,269.11,CC(=O)ON(C(C)=O)c1ccc(-c2ccccc2)cc1
COc1ccc2Oc3cc(OC)cc(O)c3C(=O)c2c1,3106,1,272.07,COc1cc(O)c2c(=O)c3cc(OC)ccc3oc2c1
COc1cc2C(=O)CCc2c3ccc4ccccc4c13,3107,1,262.1,COc1cc2c(c3ccc4ccccc4c13)CCC2=O
Cc1cn2c(N=O)c(nc2s1)c3ccc(cc3)[N+](=O)[O-],3108,1,288.03,Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1
Cn1c(CC(=O)OCCCl)c(C(=O)O)c2ccccc12,3109,1,295.06,Cn1c(CC(=O)OCCCl)c(C(=O)O)c2ccccc21
[O-][N+](=O)c1ccc2c(cc3ccccc3c2c1)[N+](=O)[O-],3110,1,268.05,O=[N+]([O-])c1ccc2c([N+](=O)[O-])cc3ccccc3c2c1
Oc1cc2cccc3ccc4ccc(c1c4c23)[N+](=O)[O-],3111,1,263.06,O=[N+]([O-])c1ccc2ccc3cccc4cc(O)c1c2c34
[O-][N+](=O)c1cccc2c(cc3ccccc3c12)[N+](=O)[O-],3112,1,268.05,O=[N+]([O-])c1cc2ccccc2c2c([N+](=O)[O-])cccc12
[O-][N+](=O)c1ccc2OC(=O)c3cccc4ccc1c2c34,3113,1,265.04,O=c1oc2ccc([N+](=O)[O-])c3ccc4cccc1c4c23
