smiles,endpoint
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1
CCCCN(CC(CO)Cc1ccccc1)N=O,1
CCCCN(CC(O)C1=CC(=N#N)C(=O)C=C1)N=O,1
Oc1cc2c3ccccc3ccc2c4ccccc14,1
Oc1ccc2ccccc2c1N=Nc3ccccc3,1
C\C=C(/Cl)\C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,1
CCCCCCCC\C=C/CCCCCCCCN,1
Fc1ccc(cc1)\C(=C\C=C\c2ccccc2)\C#N,1
OCC1OC(CC1O)N2C=C(CCCl)C(=O)NC2=O,1
CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O,1
CCc1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,1
CN(C)c1ccc(cc1)N=Nc2ccccc2CO,1
CC1C2C(=Nc3ccccc23)N(C)c4ccccc14,1
CN(C)c1ccc2nc3cc(C)c(N)cc3nc2c1,1
COc1ccc(cc1)[C@H]2O[C@@H]2C(=O)c3ccccc3,1
Clc1ccc(cc1)\C(=C\C=C\c2ccccc2)\C#N,1
C[C@H]1CS(=O)(=O)CCN1\N=C\c2oc(cc2)[N+](=O)[O-],1
[O-][N+](=O)c1ccc(cc1)C(=O)\C=C\c2ccccc2,1
Oc1ccc2c3ccccc3C(=O)c4cccc1c24,1
CN(N=O)N(C(=O)\C(=N/O)\C(=O)C)c1ccccc1,1
Cn1ccc2c1ccc3ccc4ccc(O)cc4c23,1
OC1C=Cc2c(ccc3c4ccccc4sc23)C1O,1
CCC1=C(O)C(=O)c2c(O)c(O)c(O)c(O)c2C1=O,1
O=C1CCCc2c1ccc3c2ccc4ccccc34,1
[O-][N+](=O)c1ccc(s1)[C@@H]2NC(=O)c3ccccc3N2,1
CN1CCc2c1ccc3ccc4ccc(O)cc4c23,1
CC1(C)CC2C=C(C=O)C34CC3(C2C1)C(=O)OC4O,1
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(S)ncnc23,1
CN(C)c1ccc(cc1)N=Nc2cccc(CCl)c2,1
CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,1
Nc1[nH]cnc2nc(nc12)c3ccc(cc3)[N+](=O)[O-],1
COc1cc(ccc1[N+](=O)[O-])N=Nc2ccccc2,1
COP(=S)(OC)SCN1N=Nc2ccccc2C1=O,1
Cn1cnc(c1Sc2[nH]cnc3ncnc23)[N+](=O)[O-],1
O[C@@H]1Cc2cc3cccc4ccc5ccc1c2c5c34,1
N[C@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,1
C[C@@H](O)c1ccc2ccc3cccc4ccc1c2c34,1
COc1ccc([C@H](OC(=O)C)C=C)c2ccccc12,1
Cc1cccc2c1ccc3c4ccccc4ccc23,1
N[C@@H](CCC(=O)NNc1ccc(CO)cc1)C(=O)O,1
Cn1c(N=N#N)nc2ncc(cc12)c3ccccc3,1
Cc1cc2c3ccccc3ccc2c4ccccc14,1
Oc1cccc2c1ccc3c4ccccc4ccc23,1
Cc1cccc2c1ccc3cc4ccccc4cc23,1
Cc1cc2ccccc2c3ccc4C(=O)CCc4c13,1
Cc1ccc2c(ccc3c4ccccc4ccc23)c1,1
C[C@@H]1CCc2c1cc(C)c3c2ccc4ccccc34,1
CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,1
COc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,1
Cc1cc2CCC(=O)c2c3ccc4ccccc4c13,1
N1[C@@H]2[C@H]1c3c(ccc4ccccc34)c5ccccc25,1
CCCCN(C[C@@H](O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,1
OC1C=Cc2cc3ccc(cc3cc2C1O)[N+](=O)[O-],1
Nc1[nH]c(nc2ncnc12)c3ccc(cc3)[N+](=O)[O-],1
COc1ccc(cc1)N=[N+]([O-])c2ccc(OC)cc2,1
CC1=CN([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,1
OC(=O)c1ccc(\C=C\c2oc(cc2)[N+](=O)[O-])cc1,1
OC1C=Cc2cc3cc(ccc3cc2C1O)[N+](=O)[O-],1
COc1cc(N[C@H](C)CCCN)c2ncccc2c1,1
CC(=O)N[C@@H](CS\C(=C(/Cl)\C(=C(Cl)Cl)Cl)\Cl)C(=O)O,1
Cc1ccc2ccc3c4ccccc4ccc3c2c1,1
CN1CC(CBr)CC2C1Cc3c[nH]c4cccc2c34,1
C[C@@H](O)c1cc2ccc3cccc4ccc(c1)c2c34,1
COc1ccc2c(OC)c3CCOc3nc2c1OC,1
OC1C=Cc2c(ccc3c4CCCc4ccc23)C1O,1
CNc1ccc(cc1)N=Nc2ccc3ncsc3c2,1
CN(C)c1ccc(cc1)N=Nc2ccc(C=O)cc2,1
CC(=O)\N=C\1/SN(C(=O)C)c2ccc(cc12)[N+](=O)[O-],1
COc1nc2cc(cc(CBr)c2nc1OC)[N+](=O)[O-],1
N1[C@@H]2[C@H]1c3ccccc3c4c2ccc5ccccc45,1
Oc1ccc2c(ccc3c4ccccc4ccc23)c1,1
[O-][N+](=O)c1oc(\C=N\c2snc3ccccc23)cc1,1
C1O[C@@H]1c2ccc3ccc4cccc5ccc2c3c45,1
OCC1OC(CC1O)N2C=C(COO)C(=O)NC2=O,1
O1[C@@H]2[C@H]1c3ccccc3c4c2ccc5ccccc45,1
COc1ccc(cc1)N=Nc2ccc(cc2)N(C)C,1
Cc1cccc2ccc3c4ccccc4ccc3c12,1
CC(=O)Nc1nc(\C=C/c2oc(cc2)[N+](=O)[O-])cs1,1
CC1(C)CC2=C(C=O)C3(CC3(C)C(O)C2(O)C1)C=O,1
c1ccc(cc1)[Sb](c2ccccc2)c3ccccc3,1
[Fe+3].CN(C)C(=S)S.CN(C)C(=S)S.CN(C)C(=S)S,1
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,1
COc1ccc2c(OC)c3ccoc3nc2c1OC,1
COc1cc(NC(C)CCCN)c2ncccc2c1,1
Cl.Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,1
Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],1
[Cl-].CN(C)c1ccc2nc3ccc(N)cc3[s+]c2c1,1
Oc1ccc(\C=C\C(=O)c2ccc(O)cc2O)cc1,1
Nc1ncnc2nc([nH]c12)c3ccc(cc3)[N+](=O)[O-],1
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,1
[O-][N+](=O)c1ccc(s1)C2NC(=O)c3ccccc3N2,1
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(COO)C(=O)NC2=O,1
CC(=O)Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
O[C@@H]1C=Cc2c(ccc3c4ccccc4sc23)[C@H]1O,1
Nc1nc(nc2nc[nH]c12)c3ccc(cc3)[N+](=O)[O-],1
O[C@@H]1C=Cc2cc3cc(ccc3cc2[C@H]1O)[N+](=O)[O-],1
Cn1c(N=[N+]=[N-])nc2ncc(cc12)c3ccccc3,1
O[C@H]1C=Cc2c(ccc3c4CCCc4ccc23)[C@@H]1O,1
ON(C=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
Cc1ccc2[nH]c3c(C)cc(c(C)c3c2c1)[N+](=O)[O-],1
NNc1nnc(NN)c2ccccc12.OS(=O)(=O)O,1
[Cl-].O=C1c2ccccc2C(=O)c3c(cccc13)[N+]#N,1
CC1CS(=O)(=O)CCN1\N=C\c2oc(cc2)[N+](=O)[O-],1
NC(CCC(=O)NNc1ccc(CO)cc1)C(=O)O,1
[H+].[Cl-].CN(C)CCN(Cc1cccs1)c2ccccn2,1
CCC1=C(O)C2=C(O)C(=O)C(=O)C(=C2C(=C1O)O)O,1
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3C(=S)N=CNc23,1
O=C1C=Cc2ccccc2/C/1=N/Nc3ccccc3,1
CC1(C)C[C@H]2C=C(C=O)[C@]34C[C@@]3([C@H]2C1)C(=O)OC4O,1
COc1ccc(cc1)\N=N\c2ccc(cc2)N(C)C,1
COC(=O)\N=N\C=C/1\C=[N+]([O-])c2ccccc2N1O,1
[H+].[Cl-].NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,1
COc1ccc(cc1)[C@@H]2O[C@H]2C(=O)c3ccccc3,1
CN(C)c1ccc(cc1)\N=N\c2ccccc2CO,1
CN(C)c1ccc(cc1)\N=N\c2cccc(CCl)c2,1
CN(C)c1ccc(cc1)\N=N\c2ccc(C=O)cc2,1
CN1C[C@H](CBr)CC2[C@H]1Cc3c[nH]c4cccc2c34,1
O1C2C1c3ccc4ccccc4c3c5ccccc25,1
C\C=C(/Cl)\C1=CC(=O)[C@@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O,1
N1C2C1c3ccc4ccccc4c3c5ccccc25,1
[H+].[Cl-].CC(=C\C(=N\Nc1nncc2ccccc12)\C)C,1
[Cl-].CCCCCCCCCCSC[n+]1ccn(C)c1,1
CC(=O)NC(CS\C(=C(/Cl)\C(=C(Cl)Cl)Cl)\Cl)C(=O)O,1
[Cl-].[Cl-].[Pt+2].Cc1cncc(C)c1.Cc2cncc(C)c2,1
CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,1
CNc1ccc(cc1)\N=N\c2ccc3ncsc3c2,1
CC1CNc2cc(O)c3ccc4ccccc4c3c12,1
CN(N=O)N(C(=O)\C(=N\O)\C(=O)C)c1ccccc1,1
CC(=O)\N=C/1\SN(C(=O)C)c2ccc(cc12)[N+](=O)[O-],1
CC1(C)CC2=C(C=O)[C@]3(C[C@@]3(C)[C@@H](O)[C@]2(O)C1)C=O,1
O[C@H]1C=CC2=CC3C=CC(=CC3C=C2[C@@H]1O)[N+](=O)[O-],1
Cc1c2ccccc2n(C)c3nc4ccccc4c13,1
CC1(C)CC2=C(C=O)[C@]3(C[C@@]3(C)[C@@H](O)[C@@]2(O)C1)C=O,1
CCCCN(CC(O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,1
Clc1ccccc1\C(=C/C=C/c2ccccc2)\C#N,1
Fc1ccc(cc1)\C(=C/C=C/c2ccccc2)\C#N,1
N1C2C1c3c(ccc4ccccc34)c5ccccc25,1
[O-][N+](=O)c1ccc(\C=C/c2cccc(c2)C#N)cc1,1
[O-][N+](=O)c1ccc(\C=C/c2ccc(cc2)C#N)cc1,1
[O-][N+](=O)c1oc(\C=N\C2SNc3ccccc23)cc1,1
CCC(C)c1ccc(C=Cc2ccc(N)cc2)cc1,1
CCc1ccc(C=Cc2ccc(cc2)[N+](=O)[O-])cc1,1
[O-][N+](=O)c1ccc2c(c1)c3cccc4cccc2c34,1
[O-][N+](=O)c1ccc2c(oc3ccc(cc23)[N+](=O)[O-])c1,1
[O-][N+](=O)c1ccc(Oc2ccc(cc2)N=C=S)cc1,1
C1c2cccc3ccc4c5ccccc5cc1c4c23,1
Nc1cc(c(c2ccccc2)c(c1)[N+](=O)[O-])[N+](=O)[O-],1
o1ccc2cc3ccc4cccc5ccc(c12)c3c45,1
Nc1cc(ccc1c2ccc(cc2)[N+](=O)[O-])[N+](=O)[O-],1
Oc1ccc(cc1[N+](=O)[O-])c2cccc(c2)[N+](=O)[O-],1
Cc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O,1
[O-][N+](=O)c1oc(\C=C\C=N\N2CC(=O)NC2=O)cc1,1
[O-][N+](=O)c1ccc2[nH]c3c(cccc3c2c1)[N+](=O)[O-],1
CC(=O)Nc1ccc(Oc2ccc(cc2)N=O)cc1,1
[O-][N+](=O)c1ccc2c3ccccc3c4cccc1c24,1
COc1ccc2Oc3cc(O)cc(O)c3C(=O)c2c1,1
CC(=O)OCc1c2ccccc2cc3ccccc13,1
Cc1c2ccccc2cc3ccc4ccccc4c13,1
Cc1cc2ccccc2c3ccc4ccccc4c13,1
[O-][N+](=O)c1ccc(\C=C\C(=O)c2ccccc2)cc1,1
COc1ccc(NC(=O)c2csc(c2)[N+](=O)[O-])cc1,1
[O-][N+](=O)c1cc2cccc(c2cc1[N+](=O)[O-])[N+](=O)[O-],1
Oc1cccc2ccc3c4ccccc4ccc3c12,1
Nc1c(Br)cc(Br)c2C(=O)c3ccccc3C(=O)c12,1
COc1cc(OC)c2nc3occc3c(OC)c2c1,1
[O-][N+](=O)c1cc2CCc3cccc4ccc(c1)c2c34,1
CN1C2=NC(=O)NC(=O)C2=Nc3cc(C)c(C)cc13,1
Clc1cc2c3ccccc3ccc2c4ccccc14,1
Brc1c2ccccc2cc3c1ccc4ccccc34,1
CCCCON(OC(=O)C)C(=O)c1ccc(C)cc1,1
Cc1ccc2ccc3cc4ccccc4cc3c2c1,1
[O-][N+](=O)c1ccc2[nH]c3ccc(cc3c2c1)[N+](=O)[O-],1
Oc1ccc2ccc3c4ccccc4ccc3c2c1,1
O1c2c1c3cc4ccccc4cc3c5ccccc25,1
[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1
COc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1,1
Oc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1O,1
CCc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1,1
CCOP(=O)(OCC)Oc1cc(C)nc(n1)C(C)C,1
CC1=C2C(O)C(C)(CO)C=C2C(=O)C(C)(O)C13CC3,1
c1ccc2c(c1)cc3sc4cccc5ccc2c3c45,1
CS(=O)(=O)N1C2C1c3ccccc3c4ccccc24,1
[O-][N+](=O)c1cc2ccc3cccc4ccc(c1)c2c34,1
Cc1ccc2cc3ccc4ccccc4c3cc2c1,1
CC(=O)N(O)c1ccc(\C=C\c2ccccc2)cc1,1
CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1
O[C@@H]1C=Cc2c(cc3ccccc3c2[N+](=O)[O-])[C@H]1O,1
Cn1c(nc2ncc(cc12)c3ccccc3)[N+](=O)[O-],1
COc1cc(O)c2C(=O)c3cc(O)ccc3Oc2c1,1
CCc1ccc(NC(=O)c2csc(c2)[N+](=O)[O-])cc1,1
Cc1c(N)cccc1N=[N+]([O-])c2cccc(N)c2C,1
CC1=CC(=O)Oc2cc3OC4(C)OOC4(C)c3cc12,1
CCc1ccccc1NC(=O)c2csc(c2)[N+](=O)[O-],1
Cc1nc2c(ccc3ccc4ccc(O)cc4c23)[nH]1,1
Cc1ccc2c(ccc3cc4ccccc4cc23)c1,1
[O-][N+](=O)c1nccn1CC(=O)NCc2ccccc2,1
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1
[O-][N+](=O)c1ccccc1SS\C(=C(/Cl)\C(F)(F)F)\Cl,1
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],1
[O-][N+](=O)c1ccc(\C=C\c2cccc(c2)C#N)cc1,1
[O-][N+](=O)c1ccc2oc3ccc(cc3c2c1)[N+](=O)[O-],1
Cc1c2ccncc2c(C)c3c4ccccc4[nH]c13,1
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,1
O=C1C=C(Nc2ccccc2)C(=O)c3ccccc13,1
NC(CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,1
[O-][N+](=O)c1ccc(\C=C\c2ccc(cc2)C#N)cc1,1
Cc1ccc(C)c2c3C4OC4C(O)C(O)c3ccc12,1
Cc1ccc2cc3c(ccc4ccccc34)cc2c1,1
[O-][N+](=O)c1oc2ccc(cc2c1)N(CCCl)CCCl,1
Cc1c2ccccc2cc3c1ccc4ccccc34,1
Cc1cc(c(C)c2c3cc(O)ccc3[nH]c12)[N+](=O)[O-],1
[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34,1
COc1ccccc1NC(=O)c2csc(c2)[N+](=O)[O-],1
Nc1ccc2N=C3N(Cc2c1)C(=O)c4ccccc34,1
[O-][N+](=O)c1ccc2c(Cc3cccc(c23)[N+](=O)[O-])c1,1
[O-][N+](=O)c1cc2c3ccccc3c4cccc(c1)c24,1
Clc1c2ccccc2cc3c1ccc4ccccc34,1
COc1cccc(\C=C\c2ccc(cc2)[N+](=O)[O-])c1,1
COc1cc2nc3ccccc3c(O)c2cc1OC,1
Cc1cc2ccccc2c3cc4ccccc4cc13,1
COc1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,1
Cc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,1
o1ccc2c1cc3ccc4cccc5ccc2c3c45,1
[O-][N+](=O)c1ccc2cccc3c4ccccc4c1c23,1
O1C2C1c3c(ccc4ccccc34)c5ccccc25,1
Cc1c2ccccc2nc3c1ccc4ccccc34,1
CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,1
Cn1ccc2ccc3ccc4ccc(O)cc4c3c12,1
O=C1N(CC2CO2)Sc3cc(OCC4CO4)ccc13,1
CCCCON(OC(=O)C)C(=O)c1ccc(Br)cc1,1
[O-][N+](=O)c1oc2cc(ccc2c1)N(CCCl)CCCl,1
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,1
CCCCN1C2C1c3ccccc3c4ccccc24,1
Cc1cccc2cc3c(ccc4ccccc34)cc12,1
CCN1N=C(C(=O)O)C(=O)c2cc3OCOc3cc12,1
CCN1C=C(C(=O)O)C(=O)c2cc3OCOc3cc12,1
Cc1ccc(cc1N)N=[N+]([O-])c2ccc(C)c(N)c2,1
CC(=O)Nc1nc2c3cccnc3cc(C)c2n1C,1
CCCCN(CC(CO)OCc1ccccc1)N=O,1
[O-][N+](=O)c1cc2cccc3ccc4cccc1c4c23,1
Nc1ccc2c(ccc3c4ccccc4ccc23)c1,1
Cc1oc2c(ccc3ccc4ccc(O)cc4c23)n1,1
Cc1cc(c(C)c2c3ccccc3n(C)c12)[N+](=O)[O-],1
COc1cc2nc3occc3c(OC)c2cc1OC,1
[O-][N+](=O)c1ccc(COC(=O)c2ccccc2)cc1,1
Cc1ccc(N)cc1N=[N+]([O-])c2cc(N)ccc2C,1
[O-][N+](=O)c1ccc(cc1)c2nc3sccn3c2N=O,1
[O-][N+](=O)c1ccc2c(Cc3cc(ccc23)[N+](=O)[O-])c1,1
Oc1c(cc(cc1[N+](=O)[O-])c2ccccc2)[N+](=O)[O-],1
N1C2C1c3cc4ccccc4cc3c5ccccc25,1
CCOC(=O)N(N=O)C(CCC=O)c1cccnc1,1
Cc1nc2c(C)c(C)c3c(nc(N)n3C)c2nc1C,1
[O-][N+](=O)c1cccc2c3cccc4cccc(c12)c34,1
[O-][N+](=O)c1ccc2Oc3cc(Cl)c(Cl)cc3Oc2c1,1
CCN(C(=O)C)c1ccc2c(Cc3ccccc23)c1,1
Nc1cc2c3ccccc3ccc2c4ccccc14,1
Cc1ccc2cc3ccc4ccccc4c3nc2c1,1
CNC(=O)Oc1cc2ccccc2c3ccccc13,1
CNc1ccc2ncc(nc2c1C)c3ccccc3,1
CC1=CC(=O)Oc2c3OC4(C)OOC4(C)c3ccc12,1
Cc1cc2cc3ccccc3cc2c4ccccc14,1
[O-][N+](=O)c1cnc(s1)N2CCN(C(=O)C(Cl)Cl)C2=O,1
Cc1ccc(cc1)N(N=O)C2OCC(O)C(O)C2O,1
Cc1cccc2ccc3cc4ccccc4cc3c12,1
Cc1cc2C(=O)CCc2c3ccc4ccccc4c13,1
Oc1c2ccccc2nc3ccc4OCCOc4c13,1
Nc1ncnc2c1ncn2c3ccc(cc3)[N+](=O)[O-],1
Cc1ccc2nc3c(ccc4ccccc34)cc2c1,1
Cc1cccc2cc3ccc4ccccc4c3cc12,1
Clc1cc(Cl)c(Oc2ccc(NC=O)cc2)c(Cl)c1,1
CCOC(=O)N(CCCC(=O)c1cccnc1)N=O,1
Oc1cc(O)c2C(=O)c3c(O)ccc(O)c3Oc2c1,1
[O-][N+](=O)c1cc2CCc3cccc4CCc(c1)c2c34,1
O1C2C1c3cc4ccccc4cc3c5ccccc25,1
CC1=CC(=O)Oc2ccc3OC4(C)OOC4(C)c3c12,1
CCCCON(OC(=O)C)C(=O)c1ccc(Cl)cc1,1
Cc1cccc2nc3c(ccc4ccccc34)cc12,1
CC(=O)Nc1ccc(Oc2ccc(NO)cc2)cc1,1
COc1ccc(cn1)N=Nc2ccc(cc2)N(C)C,1
Cc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,1
CC(C)CC(=O)OCc1cocc2c(C=O)ccc12,1
OC1C(O)c2cccc3c4ccccc4[C@@]5(O[C@@H]15)c23,1
COC(=O)C12CC1(C=O)C(=CC3CC(C)(C)CC23)C=O,1
CC1C2C(=Nc3ccccc23)N(C)c4ccc(C)cc14,1
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(C(=O)NC2=O)C(F)(F)F,1
CC(=O)Nc1ccc(cc1)N=Nc2cc(C)ccc2O,1
C[C@@H]1[C@H](O)CCC2=CC(=O)[C@]3(O[C@H]3[C@@]12C)[C@H]4O[C@H]4CO,1
OCc1cc2ccccc2c3ccc4ccccc4c13,1
COc1ccc2c3ccccc3C(=O)c4cccc1c24,1
[O-][N+](=O)c1ccc(cc1)C(=O)[C@H]2O[C@@H]2c3ccccc3,1
Oc1ccc(\C=N\c2snc3c(Cl)cc(Cl)cc23)cc1,1
[O-][N+](=O)c1cccc(\C=N\c2snc3ccccc23)c1,1
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,1
O[C@@H]1C=Cc2c(ccc3cc4ccccc4cc23)[C@H]1O,1
CCOP(=O)(OCC)O\C(=C/Cl)\c1ccc(Cl)cc1Cl,1
COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N,1
CN(C)c1ccc(cc1)N=Nc2ccc3[nH]ncc3c2,1
[O-][N+](=O)c1ccc(CNc2[nH]cnc3ncnc23)cc1,1
CC1C2C(=Nc3ccc(C)cc23)N(C)c4ccccc14,1
Oc1ccc(Cl)c2C(=O)c3c(O)ccc(Cl)c3C(=O)c12,1
BrC[C@@H](Br)COP(=O)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,1
CN(CCC#N)c1ccc(cc1)N=Nc2ccccc2,1
Cc1cccc2C3OC3c4cc5ccccc5cc4c12,1
OC1C=Cc2c(ccc3c4CCC(=O)c4ccc23)C1O,1
OCc1oc(cc1)c2[nH]ccc3c4ccccc4nc23,1
CC1=CCCc2c1cc(C)c3c2ccc4ccccc34,1
Nc1ccc2N=C3C(=CC(=N)c4ccccc34)Oc2c1,1
Oc1c([nH]c2ccccc12)C3=Nc4ccccc4C3=O,1
CN(C)c1ccc(cc1)N=Nc2ccccc2C(=O)O,1
Cc1ccccc1N=Nc2c(O)ccc3ccccc23,1
C[C@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@]3(C)[C@H](O)O[C@H](O)C[C@H]13,1
CCOC(=O)C(C#N)c1snc2ccc(cc12)[N+](=O)[O-],1
CCc1cc2C(=O)CCc2c3ccc4ccccc4c13,1
O=C(OC[C@H]1CO1)c2cccc(c2)C(=O)OC[C@H]3CO3,1
[O-][N+](=O)c1ccc2[C@H]3O[C@H]3c4cccc5ccc1c2c45,1
Cc1c2[C@H]3N[C@H]3c4ccccc4c2cc5ccccc15,1
O=C(OC[C@H]1CO1)[C@H]2CCCC[C@@H]2C(=O)OC[C@H]3CO3,1
[O-][N+](=O)c1ccc2ccc3cccc4[C@H]5O[C@H]5c1c2c34,1
CN(C)c1ccc2cc3ccc(cc3nc2c1)N(C)C,1
Cc1cccc2c1cc(C)c3c4ccccc4ccc23,1
CC1C2C(=Nc3ccccc23)N(C)c4c(C)cccc14,1
CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,1
CC\C=C\C=C\C=C\C=C\C=C\C=C\OCC(O)CO,1
Cc1cc2C(=O)CCCc2c3ccc4ccccc4c13,1
CC(C)(C)OC(=O)NC(CN=N#N)C(=O)OC(C)(C)C,1
CN(C)c1ccc(cc1)N=Nc2ccc3ncsc3c2,1
[O-][N+](=O)c1ccc(\C=N\c2snc3ccccc23)cc1,1
CCOC(=O)C(C#N)c1snc2c(cccc12)[N+](=O)[O-],1
CC(C)Nc1cccc2C(=O)c3ccccc3C(=O)c12,1
CN(C)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C,1
C[C@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@]3(C)[C@H](O)C[C@H](O)C[C@H]13,1
CC(C)NC[C@@H]1CCc2cc(CO)c(cc2N1)[N+](=O)[O-],1
OCC(O)C(O)C(O)C(NC(=O)N(CCCl)N=O)C=O,1
CN(OC(=O)C)c1ccc(cc1)N=Nc2ccccc2,1
CN(C)CNc1oc(\C=C\c2oc(cc2)[N+](=O)[O-])nn1,1
CCCCc1ccc(cc1)\N=C/c2ccc(OC)cc2,1
Cc1cccc2C3NC3c4cc5ccccc5cc4c12,1
ClC1c2cccc3ccc4c5ccccc5cc1c4c23,1
Cc1c(C)c2c(ccc3ccccc23)c4CCC(=O)c14,1
CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,1
CC1C(O)CCC2=CC(=O)C3(OC3C12C)C4(CO)CO4,1
Cc1cc2C(=O)[C@@H](O)Cc2c3ccc4ccccc4c13,1
COCCOC(=O)c1ccccc1C(=O)OCCOC,1
O=C1c2cccc3ccc4c5ccccc5cc1c4c23,1
Cc1ccc(NN=NCc2ccc(cc2)[N+](=O)[O-])cc1,1
[O-][N+](=O)c1ccc(SSc2ccc(cc2)[N+](=O)[O-])cc1,1
Oc1ccc2C(=O)c3cccc4c(O)ccc(c2c1)c34,1
Cc1cc(ccc1N=C=O)c2ccc(N=C=O)c(C)c2,1
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,1
O=C(OCC1CO1)C2CCCCC2C(=O)OCC3CO3,1
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,1
Cc1c2ccccc2c(C)c3c1ccc4ccccc34,1
[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,1
O=C1\C(=C\2/Nc3ccccc3C2=O)\Nc4ccccc14,1
CN(C)c1ccc(cc1)\N=N\c2ccccc2C(=O)O,1
[Cl-].CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,1
[O-][N+](=O)c1ccc2c(ccc3cc(ccc23)[N+](=O)[O-])c1,1
[O-][N+](=O)c1ccc(CNc2ncnc3nc[nH]c23)cc1,1
O=C(OCC1CO1)c2cccc(c2)C(=O)OCC3CO3,1
CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+](=O)[O-],1
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1
CC(=O)Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1
Cc1c(O)cc2C(=O)c3c(O)cccc3C(=O)c2c1O,1
CC(=O)Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-],1
CC(=O)Nc1cc2c(cc1[N+](=O)[O-])[nH]c3ccccc23,1
Cc1cccc2c3Oc3c4cc5ccccc5cc4c12,1
[O-][N+](=O)c1ccc(cc1)C(=O)N2N=CC(=C(Cl)C2=O)Cl,1
Cc1cccc2c3Nc3c4cc5ccccc5cc4c12,1
ON(C=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1
OC1=CC=C(O)C2C1C(=O)c3c(O)ccc(O)c3C2=O,1
OCC1OC(CC1O)N2C=C(C(=O)NC2=O)C(F)(F)F,1
COC(=O)C12C[C@@]1(C=O)C(=C[C@@H]3CC(C)(C)C[C@H]23)C=O,1
CC(=O)Nc1ccc(N\N=C/2\C=C(C)C=CC2=O)cc1,1
