SMILES,From Smiles,To Smiles,Environment Radius,Ames Smiles,Transformer,Rule Frequency,RuleID,Predicted Values,AD,,,
NS(=O)(=O)OC(=O)/C=C/C(=O)c1ccccc1,[*:1]CC,[*:1]S(N)(=O)=O,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]S(N)(=O)=O,1,2682,1,1,,,
O=C(/C=C/C(=O)c1ccccc1)OCCO,[*:1]CC,[*:1]CCO,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]CCO,1,1236,0,1,,,
O=C(/C=C/C(=O)c1ccccc1)OCc1ccccc1,[*:1]CC,[*:1]Cc1ccccc1,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]Cc1ccccc1,1,1247,0,1,,,
O=C(/C=C/C(=O)c1ccccc1)ON=Nc1ccccc1,[*:1]CC,[*:1]N=Nc1ccccc1,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]N=Nc1ccccc1,1,1480,1,1,,,
O=C(/C=C/C(=O)c1ccccc1)OS(=O)(=O)NO,[*:1]CC,[*:1]S(=O)(=O)NO,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]S(=O)(=O)NO,1,2684,1,1,,,
O=C(/C=C/C(=O)c1ccccc1)OS(=O)(=O)O,[*:1]CC,[*:1]S(=O)(=O)O,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]S(=O)(=O)O,1,2683,0,1,,,
O=C(/C=C/C(=O)c1ccccc1)O[N+](=O)[O-],[*:1]CC,[*:1][N+](=O)[O-],0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1][N+](=O)[O-],1,1513,1,1,,,
O=C(/C=C/C(=O)c1ccccc1)Oc1ccc(Cl)cc1,[*:1]CC,[*:1]c1ccc(Cl)cc1,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]c1ccc(Cl)cc1,1,1309,0,1,,,
O=C(/C=C/C(=O)c1ccccc1)Oc1ccc(Cl)cc1Cl,[*:1]CC,[*:1]c1ccc(Cl)cc1Cl,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]c1ccc(Cl)cc1Cl,1,1312,0,1,,,
O=C(/C=C/C(=O)c1ccccc1)Oc1ccc(F)cc1,[*:1]CC,[*:1]c1ccc(F)cc1,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]c1ccc(F)cc1,1,6097,0,1,,,
O=C(/C=C/C(=O)c1ccccc1)Oc1ccccc1,[*:1]CC,[*:1]c1ccccc1,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]c1ccccc1,4,583,0,1,,,
O=C(O)/C=C/C(=O)c1ccccc1,[*:1]CC,[*:1][H],0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1][H],9,1095,0,1,,,
O=C(O)COC(=O)/C=C/C(=O)c1ccccc1,[*:1]CC,[*:1]CC(=O)O,0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]CC>>[*:1]CC(=O)O,1,1086,0,1,,,
[H]/C=C/C(=O)c1ccccc1,[*:1]C(=O)OCC,[*:1][H],0,CCOC(=O)\C=C\C(=O)C1=CC=CC=C1,[*:1]C(=O)OCC>>[*:1][H],1,545,0,1,,,
CC1(C)OC1COc1cccc(CCl)c1,[*:1]OC,[*:1]OCC1OC1(C)C,1,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]OCC1OC1(C)C,3,1520,1,1,,,
CC1(C)O[C@H]1COc1cccc(CCl)c1,[*:1]OC,[*:1]OC[C@@H]1OC1(C)C,1,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]OC[C@@H]1OC1(C)C,2,1521,1,1,,,
CCC(=O)NCc1cccc(OC)c1,[*:1]CCl,[*:1]CNC(=O)CC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]CNC(=O)CC,1,2805,0,1,,,
CCC(=O)OCc1cccc(OC)c1,[*:1]CCl,[*:1]COC(=O)CC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]COC(=O)CC,2,2587,0,1,,,
CCCC(=O)OCc1cccc(OC)c1,[*:1]CCl,[*:1]COC(=O)CCC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]COC(=O)CCC,2,2588,0,1,,,
CCCCOc1cccc(CCl)c1,[*:1]OC,[*:1]OCCCC,0,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]OCCCC,1,1547,0,1,,,
CCCOc1cccc(CCl)c1,[*:1]OC,[*:1]OCCC,1,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]OCCC,1,1546,0,1,,,
CCN(CC)c1cccc(OC)c1,[*:1]CCl,[*:1]N(CC)CC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]N(CC)CC,1,2801,1,1,,,
CCN(N=O)c1cccc(OC)c1,[*:1]CCl,[*:1]N(CC)N=O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]N(CC)N=O,1,2802,1,1,,,
CCNc1cccc(OC)c1,[*:1]CCl,[*:1]NCC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NCC,1,2779,1,1,,,
CCOc1cccc(CCl)c1,[*:1]OC,[*:1]OCC,0,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]OCC,3,661,0,1,,,
CCOc1cccc(OC)c1,[*:1]CCl,[*:1]OCC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]OCC,1,2585,0,1,,,
CNC(=O)Nc1cccc(OC)c1,[*:1]CCl,[*:1]NC(=O)NC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(=O)NC,1,2799,0,1,,,
CNC(=O)Oc1cccc(OC)c1,[*:1]CCl,[*:1]OC(=O)NC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]OC(=O)NC,1,2796,0,1,,,
CNS(=O)(=O)c1cccc(CCl)c1,[*:1]OC,[*:1]S(=O)(=O)NC,2,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]S(=O)(=O)NC,1,1987,0,1,,,
CN[C@@H](C)Cc1cccc(OC)c1,[*:1]CCl,[*:1]C[C@H](C)NC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]C[C@H](C)NC,1,2792,0,1,,,
CNc1cccc(OC)c1,[*:1]CCl,[*:1]NC,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC,1,2776,1,1,,,
COc1cccc(-c2ccccc2)c1,[*:1]CCl,[*:1]c1ccccc1,0,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]c1ccccc1,2,2808,0,1,,,
COc1cccc(-c2ccccc2O)c1,[*:1]CCl,[*:1]c1ccccc1O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]c1ccccc1O,1,2810,0,1,,,
COc1cccc(-c2csc(N)n2)c1,[*:1]CCl,[*:1]c1csc(N)n1,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]c1csc(N)n1,1,5954,1,1,,,
COc1cccc(CN(C)C)c1,[*:1]CCl,[*:1]CN(C)C,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]CN(C)C,1,2790,0,1,,,
COc1cccc(CN)c1,[*:1]CCl,[*:1]CN,0,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]CN,1,472,0,1,,,
COc1cccc(CO)c1,[*:1]CCl,[*:1]CO,1,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]CO,16,135,0,1,,,
COc1cccc(COC(=O)Cl)c1,[*:1]CCl,[*:1]COC(=O)Cl,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]COC(=O)Cl,1,2800,0,1,,,
COc1cccc(COC(C)=O)c1,[*:1]CCl,[*:1]COC(C)=O,1,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]COC(C)=O,3,2586,0,1,,,
COc1cccc(COP(=O)(O)O)c1,[*:1]CCl,[*:1]COP(=O)(O)O,0,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]COP(=O)(O)O,1,565,0,1,,,
COc1cccc(CS)c1,[*:1]CCl,[*:1]CS,0,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]CS,1,2777,0,1,,,
COc1cccc(C[N+](C)(C)C)c1,[*:1]CCl,[*:1]C[N+](C)(C)C,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]C[N+](C)(C)C,2,2793,0,1,,,
COc1cccc(N(C)C)c1,[*:1]CCl,[*:1]N(C)C,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]N(C)C,1,2780,1,1,,,
COc1cccc(N(C)N=O)c1,[*:1]CCl,[*:1]N(C)N=O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]N(C)N=O,1,5953,1,1,,,
COc1cccc(N(O)C(C)=O)c1,[*:1]CCl,[*:1]N(O)C(C)=O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]N(O)C(C)=O,1,2798,1,1,,,
COc1cccc(N(O)C=O)c1,[*:1]CCl,[*:1]N(O)C=O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]N(O)C=O,1,2786,0,1,,,
COc1cccc(NC(=O)/C=N/O)c1,[*:1]CCl,[*:1]NC(=O)/C=N/O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(=O)/C=N/O,1,2809,0,1,,,
COc1cccc(NC(=O)C(C)C)c1,[*:1]CCl,[*:1]NC(=O)C(C)C,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(=O)C(C)C,1,2806,0,1,,,
COc1cccc(NC(=O)CBr)c1,[*:1]CCl,[*:1]NC(=O)CBr,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(=O)CBr,1,2795,0,1,,,
COc1cccc(NC(=O)O)c1,[*:1]CCl,[*:1]NC(=O)O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(=O)O,1,2787,0,1,,,
COc1cccc(NC(C)=O)c1,[*:1]CCl,[*:1]NC(C)=O,1,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(C)=O,2,2303,0,1,,,
COc1cccc(NC(C)C)c1,[*:1]CCl,[*:1]NC(C)C,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(C)C,1,2789,0,1,,,
COc1cccc(NC(N)=S)c1,[*:1]CCl,[*:1]NC(N)=S,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC(N)=S,1,2784,0,1,,,
COc1cccc(NC=O)c1,[*:1]CCl,[*:1]NC=O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]NC=O,1,2781,0,1,,,
COc1cccc(Nc2ccccc2)c1,[*:1]CCl,[*:1]Nc1ccccc1,1,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]Nc1ccccc1,2,2305,0,1,,,
COc1cccc(OC)c1,[*:1]CCl,[*:1]OC,1,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]OC,1,2584,0,1,,,
COc1cccc(OCC(=O)O)c1,[*:1]CCl,[*:1]OCC(=O)O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]OCC(=O)O,1,2794,0,1,,,
COc1cccc(OCCO)c1,[*:1]CCl,[*:1]OCCO,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]OCCO,1,2788,0,1,,,
COc1cccc(S(=O)(=O)O)c1,[*:1]CCl,[*:1]S(=O)(=O)O,1,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1]S(=O)(=O)O,4,2304,0,1,,,
COc1cccc([As](Cl)Cl)c1,[*:1]CCl,[*:1][As](Cl)Cl,0,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][As](Cl)Cl,1,58,1,1,,,
COc1cccc([C@@H](C)O)c1,[*:1]CCl,[*:1][C@@H](C)O,0,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][C@@H](C)O,1,2778,0,1,,,
COc1cccc([C@@H]2C[C@H]2N)c1,[*:1]CCl,[*:1][C@@H]1C[C@H]1N,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][C@@H]1C[C@H]1N,1,2783,0,1,,,
COc1cccc([C@@H]2O[C@H]2C)c1,[*:1]CCl,[*:1][C@@H]1O[C@H]1C,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][C@@H]1O[C@H]1C,1,2782,1,1,,,
COc1cccc([C@H](O)C#N)c1,[*:1]CCl,[*:1][C@H](O)C#N,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][C@H](O)C#N,1,2785,0,1,,,
COc1cccc([C@H](O)[C@@H](C)N)c1,[*:1]CCl,[*:1][C@H](O)[C@@H](C)N,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][C@H](O)[C@@H](C)N,1,2791,0,1,,,
COc1cccc([Hg]OC(C)=O)c1,[*:1]CCl,[*:1][Hg]OC(C)=O,2,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][Hg]OC(C)=O,1,2797,0,1,,,
COc1cccc([N+](=O)[O-])c1,[*:1]CCl,[*:1][N+](=O)[O-],1,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][N+](=O)[O-],2,1514,0,1,,,
COc1ccccc1,[*:1]CCl,[*:1][H],0,COC1=CC=CC(=C1)CCl,[*:1]CCl>>[*:1][H],10,566,0,1,,,
ClCc1cccc(-c2ccccc2)c1,[*:1]OC,[*:1]c1ccccc1,2,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]c1ccccc1,2,1587,0,1,,,
ClCc1ccccc1,[*:1]OC,[*:1][H],3,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1][H],15,1469,1,1,,,
NC(CSc1cccc(CCl)c1)C(=O)O,[*:1]OC,[*:1]SCC(N)C(=O)O,1,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]SCC(N)C(=O)O,1,1468,1,1,,,
NS(=O)(=O)c1cccc(CCl)c1,[*:1]OC,[*:1]S(N)(=O)=O,2,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]S(N)(=O)=O,1,1985,0,1,,,
O=S(=O)(O)c1cccc(CCl)c1,[*:1]OC,[*:1]S(=O)(=O)O,1,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]S(=O)(=O)O,8,1526,0,1,,,
O=[As](O)(O)c1cccc(CCl)c1,[*:1]OC,[*:1][As](=O)(O)O,2,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1][As](=O)(O)O,1,1986,1,1,,,
O=[N+]([O-])c1cccc(CCl)c1,[*:1]OC,[*:1][N+](=O)[O-],2,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1][N+](=O)[O-],4,1467,1,1,,,
OCC1OC(Oc2cccc(CCl)c2)C(O)C(O)C1O,[*:1]OC,[*:1]OC1OC(CO)C(O)C(O)C1O,2,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]OC1OC(CO)C(O)C(O)C1O,1,2060,0,1,,,
OCCOc1cccc(CCl)c1,[*:1]OC,[*:1]OCCO,0,COC1=CC=CC(=C1)CCl,[*:1]OC>>[*:1]OCCO,1,806,0,1,,,
CC(=O)OOC(=O)/C=C/c1ccc(CBr)cc1,[*:1]CC,[*:1]OC(C)=O,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CC>>[*:1]OC(C)=O,1,2680,0,1,,,
CC(C)COC(=O)/C=C/c1ccc(CBr)cc1,[*:1]CC,[*:1]CC(C)C,1,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CC>>[*:1]CC(C)C,2,1058,0,1,,,
CCCCCc1ccc(/C=C/C(=O)OCC)cc1,[*:1]CBr,[*:1]CCCCC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCCCC,1,385,0,1,,,
CCCCOOC(=O)/C=C/c1ccc(CBr)cc1,[*:1]CC,[*:1]OCCCC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CC>>[*:1]OCCCC,1,1545,0,1,,,
CCCOC(=O)/C=C/c1ccc(CBr)cc1,[*:1]CC,[*:1]CCC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CC>>[*:1]CCC,1,1551,0,1,,,
CCCOOC(=O)/C=C/c1ccc(CBr)cc1,[*:1]CC,[*:1]OCCC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CC>>[*:1]OCCC,1,1544,0,1,,,
CCCc1ccc(/C=C/C(=O)OCC)cc1,[*:1]CBr,[*:1]CCC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCC,2,207,0,1,,,
CCNc1ccc(/C=C/C(=O)OCC)cc1,[*:1]CBr,[*:1]NCC,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NCC,1,2727,1,1,,,
CCOC(=O)/C=C/C(=O)c1ccc(CBr)cc1,[*:1]/C=C/[*:2],[*:1]/C=C/C([*:2])=O,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]/C=C/[*:2]>>[*:1]/C=C/C([*:2])=O,1,2200,0,1,,,
CCOC(=O)/C=C/c1ccc(-c2ccccc2)cc1,[*:1]CBr,[*:1]c1ccccc1,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]c1ccccc1,1,2761,0,1,,,
CCOC(=O)/C=C/c1ccc(-c2ccccc2O)cc1,[*:1]CBr,[*:1]c1ccccc1O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]c1ccccc1O,1,2764,0,1,,,
CCOC(=O)/C=C/c1ccc(-c2csc(=S)s2)cc1,[*:1]CBr,[*:1]c1csc(=S)s1,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]c1csc(=S)s1,1,2760,0,1,,,
CCOC(=O)/C=C/c1ccc(CC#N)cc1,[*:1]CBr,[*:1]CC#N,1,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC#N,1,2730,0,1,,,
CCOC(=O)/C=C/c1ccc(CC(=O)CCl)cc1,[*:1]CBr,[*:1]CC(=O)CCl,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC(=O)CCl,1,386,1,1,,,
CCOC(=O)/C=C/c1ccc(CC(C)=O)cc1,[*:1]CBr,[*:1]CC(C)=O,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC(C)=O,1,384,1,1,,,
CCOC(=O)/C=C/c1ccc(CC(C)C)cc1,[*:1]CBr,[*:1]CC(C)C,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC(C)C,1,383,0,1,,,
CCOC(=O)/C=C/c1ccc(CC(C)N)cc1,[*:1]CBr,[*:1]CC(C)N,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC(C)N,1,2731,1,1,,,
CCOC(=O)/C=C/c1ccc(CC(C)O)cc1,[*:1]CBr,[*:1]CC(C)O,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC(C)O,1,382,1,1,,,
CCOC(=O)/C=C/c1ccc(CC(N)C(=O)O)cc1,[*:1]CBr,[*:1]CC(N)C(=O)O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC(N)C(=O)O,1,2762,1,1,,,
CCOC(=O)/C=C/c1ccc(CC)cc1,[*:1]CBr,[*:1]CC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC,8,166,0,1,,,
CCOC(=O)/C=C/c1ccc(CCC(=O)O)cc1,[*:1]CBr,[*:1]CCC(=O)O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCC(=O)O,1,2753,0,1,,,
CCOC(=O)/C=C/c1ccc(CCCO)cc1,[*:1]CBr,[*:1]CCCO,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCCO,1,2739,0,1,,,
CCOC(=O)/C=C/c1ccc(CCCl)cc1,[*:1]CBr,[*:1]CCCl,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCCl,1,418,1,1,,,
CCOC(=O)/C=C/c1ccc(CCI)cc1,[*:1]CBr,[*:1]CCI,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCI,1,2726,0,1,,,
CCOC(=O)/C=C/c1ccc(CCO)cc1,[*:1]CBr,[*:1]CCO,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCO,1,2725,1,1,,,
CCOC(=O)/C=C/c1ccc(CC[C@H](N)C(=O)O)cc1,[*:1]CBr,[*:1]CC[C@H](N)C(=O)O,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CC[C@H](N)C(=O)O,1,208,1,1,,,
CCOC(=O)/C=C/c1ccc(CCl)cc1,[*:1]CBr,[*:1]CCl,1,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CCl,3,201,1,1,,,
CCOC(=O)/C=C/c1ccc(CN(C)C)cc1,[*:1]CBr,[*:1]CN(C)C,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CN(C)C,1,2741,0,1,,,
CCOC(=O)/C=C/c1ccc(CN)cc1,[*:1]CBr,[*:1]CN,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CN,2,202,0,1,,,
CCOC(=O)/C=C/c1ccc(CNC(=O)CC)cc1,[*:1]CBr,[*:1]CNC(=O)CC,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CNC(=O)CC,1,2758,0,1,,,
CCOC(=O)/C=C/c1ccc(CNC)cc1,[*:1]CBr,[*:1]CNC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CNC,2,205,0,1,,,
CCOC(=O)/C=C/c1ccc(CO)cc1,[*:1]CBr,[*:1]CO,1,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CO,9,200,0,1,,,
CCOC(=O)/C=C/c1ccc(COC(=O)Cl)cc1,[*:1]CBr,[*:1]COC(=O)Cl,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]COC(=O)Cl,1,2751,1,1,,,
CCOC(=O)/C=C/c1ccc(COC(C)=O)cc1,[*:1]CBr,[*:1]COC(C)=O,1,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]COC(C)=O,1,2755,0,1,,,
CCOC(=O)/C=C/c1ccc(COC)cc1,[*:1]CBr,[*:1]COC,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]COC,1,206,0,1,,,
CCOC(=O)/C=C/c1ccc(CS)cc1,[*:1]CBr,[*:1]CS,0,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]CS,3,203,0,1,,,
CCOC(=O)/C=C/c1ccc(C[C@H](C)NC)cc1,[*:1]CBr,[*:1]C[C@H](C)NC,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]C[C@H](C)NC,1,2743,1,1,,,
CCOC(=O)/C=C/c1ccc(C[N+](C)(C)C)cc1,[*:1]CBr,[*:1]C[N+](C)(C)C,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]C[N+](C)(C)C,2,2744,0,1,,,
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,[*:1]CBr,[*:1]N(C)C,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]N(C)C,1,2728,1,1,,,
CCOC(=O)/C=C/c1ccc(N(CC)CC)cc1,[*:1]CBr,[*:1]N(CC)CC,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]N(CC)CC,1,2752,1,1,,,
CCOC(=O)/C=C/c1ccc(N(CC)N=O)cc1,[*:1]CBr,[*:1]N(CC)N=O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]N(CC)N=O,1,2754,1,1,,,
CCOC(=O)/C=C/c1ccc(N(O)C(C)=O)cc1,[*:1]CBr,[*:1]N(O)C(C)=O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]N(O)C(C)=O,1,2749,1,1,,,
CCOC(=O)/C=C/c1ccc(N(O)C=O)cc1,[*:1]CBr,[*:1]N(O)C=O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]N(O)C=O,1,2736,1,1,,,
CCOC(=O)/C=C/c1ccc(N2CCNCC2)cc1,[*:1]CBr,[*:1]N1CCNCC1,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]N1CCNCC1,1,2757,0,1,,,
CCOC(=O)/C=C/c1ccc(NC(=O)/C=N/O)cc1,[*:1]CBr,[*:1]NC(=O)/C=N/O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NC(=O)/C=N/O,1,2763,1,1,,,
CCOC(=O)/C=C/c1ccc(NC(=O)C(C)C)cc1,[*:1]CBr,[*:1]NC(=O)C(C)C,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NC(=O)C(C)C,1,2759,0,1,,,
CCOC(=O)/C=C/c1ccc(NC(=O)CBr)cc1,[*:1]CBr,[*:1]NC(=O)CBr,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NC(=O)CBr,1,2746,0,1,,,
CCOC(=O)/C=C/c1ccc(NC(=O)NC)cc1,[*:1]CBr,[*:1]NC(=O)NC,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NC(=O)NC,1,2750,0,1,,,
CCOC(=O)/C=C/c1ccc(NC(=O)O)cc1,[*:1]CBr,[*:1]NC(=O)O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NC(=O)O,1,2737,1,1,,,
CCOC(=O)/C=C/c1ccc(NC(C)=O)cc1,[*:1]CBr,[*:1]NC(C)=O,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NC(C)=O,2,2297,1,1,,,
CCOC(=O)/C=C/c1ccc(NC(C)C)cc1,[*:1]CBr,[*:1]NC(C)C,3,CCOC(=O)\C=C\C1=CC=C(CBr)C=C1,[*:1]CBr>>[*:1]NC(C)C,1,2740,0,1,,,
