,smiles,endpoint,cano_smiles,pred_values,ad
181,COCCN(CCOC)C1=CC(NC(C)=O)=C(C=C1)\N=N\C1=C(C=C(C=C1C#N)[N+]([O-])=O)[N+]([O-])=O,1,COCCN(CCOC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c1,1,1
182,CC1=CC(=C(C(=C1)Br)OCC=C)C(C)(C)C,1,C=CCOc1c(Br)cc(C)cc1C(C)(C)C,0,0
183,CC(=O)CC(=O)NCCO,1,CC(=O)CC(=O)NCCO,0,1
184,CC1=C(Cl)C(=CC=C1Cl)C(Cl)(Cl)C1=CC=C(Cl)C(C)=C1Cl,1,Cc1c(Cl)ccc(C(Cl)(Cl)c2ccc(Cl)c(C)c2Cl)c1Cl,0,0
185,CC1=C(Cl)C=CC(C(=O)C2=CC=C(Cl)C(C)=C2Cl)=C1Cl,1,Cc1c(Cl)ccc(C(=O)c2ccc(Cl)c(C)c2Cl)c1Cl,0,1
186,C1CC(OC1)COC2=CC=C(C=C2)C3=C4C=C5C(=C(C(=O)O5)C6=CC=CC=C6)C=C4OC3=O,1,O=C1Oc2cc3c(cc2=C1c1ccccc1)OC(=O)C=3c1ccc(OCC2CCCO2)cc1,0,1
187,C1=CC2=C(C=NN2)C(=C1)[N+](=O)[O-],1,O=[N+]([O-])c1cccc2[nH]ncc12,1,1
188,CC(C)(C1=CC=CC=C1)NC(=O)NCC2=CC=CC=C2Cl,1,CC(C)(NC(=O)NCc1ccccc1Cl)c1ccccc1,0,1
189,C1=CC(=NC=C1C(Cl)(Cl)Cl)Cl,1,Clc1ccc(C(Cl)(Cl)Cl)cn1,1,0
190,CCOCCl,1,CCOCCl,1,1
191,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-],1,O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,1,1
192,C1=CC(=CC=C1COC(=O)CC(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],1,O=C(CC(=O)OCc1ccc([N+](=O)[O-])cc1)OCc1ccc([N+](=O)[O-])cc1,1,1
193,C1=CC(=CC(=C1)[N+](=O)[O-])CCBr,1,O=[N+]([O-])c1cccc(CCBr)c1,0,1
194,CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)N=[N+]=[N-],1,CCCCCCCCCCCCc1ccccc1S(=O)(=O)N=[N+]=[N-],0,0
195,C1=CC2=C(C=CN2)C=C1[N+](=O)[O-],1,O=[N+]([O-])c1ccc2[nH]ccc2c1,1,1
196,CCN(CC)C1=C(OC)C=C(\N=N\C2=C(C=C(C=C2Cl)[N+]([O-])=O)[N+]([O-])=O)C(NC(C)=O)=C1,1,CCN(CC)c1cc(NC(C)=O)c(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,1
197,C1COC(OC1)CCBr,1,BrCCC1OCCCO1,1,0
198,C1=CC(=NC(=C1[N+](=O)[O-])N)Cl,1,Nc1nc(Cl)ccc1[N+](=O)[O-],1,1
199,CCN(CC)C1=CC(NC(C)=O)=C(C=C1)\N=N\C1=C(C=C(C=C1Cl)[N+]([O-])=O)[N+]([O-])=O,1,CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c1,1,1
200,C1=CC(=NC(=C1[N+](=O)[O-])Cl)Cl,1,O=[N+]([O-])c1ccc(Cl)nc1Cl,1,1
201,C1=CC(=C(C(=C1)[N+](=O)[O-])C#N)C#N,1,N#Cc1cccc([N+](=O)[O-])c1C#N,1,1
202,C1=CC=C(C(=C1)C#N)C2=CC=C(C=C2)CBr,1,N#Cc1ccccc1-c1ccc(CBr)cc1,0,1
203,COS(=O)(=O)C,1,COS(C)(=O)=O,1,1
204,CNC1=CC(=CC=C1)Cl,1,CNc1cccc(Cl)c1,0,1
205,C1=C(C(=C(C(=C1[N+](=O)[O-])Cl)Cl)Cl)[N+](=O)[O-],1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(Cl)c1Cl,1,1
206,C1COC(O1)CCBr,1,BrCCC1OCCO1,1,0
207,CC(C)(C)\N=C\C=N\C(C)(C)C,1,CC(C)(C)/N=C/C=N/C(C)(C)C,0,0
208,C1=CC=C(C=C1)SC2=CC=CC=C2[N+](=O)[O-],1,O=[N+]([O-])c1ccccc1Sc1ccccc1,1,1
209,C1=CC=C(C=C1)SC2=CC=CC=C2N,1,Nc1ccccc1Sc1ccccc1,1,1
210,COC1=C(NCCC#N)C=C(NC(C)=O)C(=C1)\N=N\C1=C(C=C(C=C1Br)[N+]([O-])=O)[N+]([O-])=O,1,COc1cc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)cc1NCCC#N,1,1
211,CCN(CCC#N)C1=C(OC)C=C(\N=N\C2=C(C=C(C=C2Br)[N+]([O-])=O)[N+]([O-])=O)C(NC(C)=O)=C1,1,CCN(CCC#N)c1cc(NC(C)=O)c(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,1
212,CS(=O)(=O)C1=CC=C(C=C1)C(=O)CBr,1,CS(=O)(=O)c1ccc(C(=O)CBr)cc1,0,1
213,Cl.ClC(=C/NC1=CC=CC=C1)\C=N\C1=CC=CC=C1,1,Cl.ClC(=C\Nc1ccccc1)/C=N/c1ccccc1,1,0
214,ClCCS(=O)(=O)CS(=O)(=O)CCCl,1,O=S(=O)(CCCl)CS(=O)(=O)CCCl,1,0
215,C=C(C(F)(F)F)Br,1,C=C(Br)C(F)(F)F,1,0
216,C1=CC=C(C=C1)S(=O)(=O)CCCl,1,O=S(=O)(CCCl)c1ccccc1,0,0
217,C1=CC=C2C(=C1)C=CC(=C2C3=C(C=CC4=CC=CC=C43)O)O,1,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,1,1
218,C1C(O1)CC2=C(C(=CC=C2)CC3CO3)OCC4CO4,1,c1cc(CC2CO2)c(OCC2CO2)c(CC2CO2)c1,1,1
219,C=CS(=O)(=O)C1=CC=CC=C1,1,C=CS(=O)(=O)c1ccccc1,0,0
220,CC1CN1C(=O)C2=CC(=CC=C2)C(=O)N3CC3C,1,CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1,0,1
221,COC1=C(C=C(C=C1)C2=CC=CC=C2)[N+](=O)[O-],1,COc1ccc(-c2ccccc2)cc1[N+](=O)[O-],1,1
222,C1=CC(=C(C=C1[N+](=O)[O-])O)NC(=O)C(C(C(F)(F)F)(F)F)(F)F,1,O=C(Nc1ccc([N+](=O)[O-])cc1O)C(F)(F)C(F)(F)C(F)(F)F,1,1
223,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N=[N+]=[N-],1,CC(=O)Nc1ccc(S(=O)(=O)N=[N+]=[N-])cc1,0,1
224,C(C(F)(F)F)OS(=O)(=O)C(F)(F)F,1,O=S(=O)(OCC(F)(F)F)C(F)(F)F,1,0
225,C1=CC(=C(C=C1Br)[N+](=O)[O-])Br,1,O=[N+]([O-])c1cc(Br)ccc1Br,1,1
226,C1CC2=C3C(=CC=C2)CCCN3C1,1,c1cc2c3c(c1)CCCN3CCC2,0,0
227,C1CNC2=C1C=CC(=C2)[N+](=O)[O-],1,O=[N+]([O-])c1ccc2c(c1)NCC2,1,1
228,C1COS(=O)O1,1,O=S1OCCO1,0,0
229,C(F)(F)(F)I,1,FC(F)(F)I,1,0
230,CC1=NC2=C(C1(C)C)C=C(C=C2)[N+](=O)[O-],1,CC1=Nc2ccc([N+](=O)[O-])cc2C1(C)C,0,1
231,[O-][N+](=O)C1=CC(Br)=CC=C1SSC1=CC=C(Br)C=C1[N+]([O-])=O,1,O=[N+]([O-])c1cc(Br)ccc1SSc1ccc(Br)cc1[N+](=O)[O-],1,1
232,CC(=O)[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=CC=CC=C4C3=O)O)OC5C[C@@H]([C@@H](CO5)O)O)N.Cl,1,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](OC2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O.Cl,1,1
233,ClCSCl,1,ClCSCl,1,0
234,C(=C(F)F)Br,1,FC(F)=CBr,1,0
235,[Na+].NC1=CC=C([S-])C=C1,1,Nc1ccc([S-])cc1.[Na+],1,1
236,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],1,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,1,1
237,C=CC(=O)OCCCCOCC1CO1,1,C=CC(=O)OCCCCOCC1CO1,1,1
238,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)N)N,1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,1,1
239,C1C(O1)C2=CC(=CC=C2)Cl,1,Clc1cccc(C2CO2)c1,1,1
240,CCCCN(CCO[N+]([O-])=O)[N+]([O-])=O,1,CCCCN(CCO[N+](=O)[O-])[N+](=O)[O-],1,1
241,C1=CC=C(C=C1)C2=CC(=CC=C2)CBr,1,BrCc1cccc(-c2ccccc2)c1,0,1
242,C1CC1CI,1,ICC1CC1,0,0
243,C1[C@H](O1)C2=CC(=CC=C2)Cl,1,Clc1cccc([C@@H]2CO2)c1,1,1
244,C1CCC(C1)(C2=CC=C(C=C2)[N+](=O)[O-])C(=O)O,1,O=C(O)C1(c2ccc([N+](=O)[O-])cc2)CCCC1,1,1
245,FC(=O)C(F)(C(F)(F)F)C(F)(F)F,1,O=C(F)C(F)(C(F)(F)F)C(F)(F)F,0,0
246,CC(=O)CC(=O)OCC1=CC=C(C=C1)[N+](=O)[O-],1,CC(=O)CC(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
247,CC1(CO1)C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F,1,CC1(C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)CO1,1,0
248,CCOC(C1(CC1)C=O)OCC,1,CCOC(OCC)C1(C=O)CC1,0,0
249,C1=C(C=C(C(=C1Cl)OCCCO)Cl)OCC=C(Cl)Cl,1,OCCCOc1c(Cl)cc(OCC=C(Cl)Cl)cc1Cl,0,0
250,C1=C(C(=CC(=C1Cl)Cl)Cl)S(=O)(=O)Cl,1,O=S(=O)(Cl)c1cc(Cl)c(Cl)cc1Cl,0,0
251,ClCC1=NC2=C(CC3=C1C=CC=C3)C=CC=C2,1,ClCC1=Nc2ccccc2Cc2ccccc21,1,1
252,CC(=O)N1CC(C2=C1C=C(C=C2)[N+](=O)[O-])(C)C,1,CC(=O)N1CC(C)(C)c2ccc([N+](=O)[O-])cc21,1,1
253,[H][C@](C)(N1[C@@]2([H])C[C@]([H])(C=C2)[C@@]1([H])C(=O)OC)C1=CC=CC=C1,1,COC(=O)[C@@H]1[C@H]2C=C[C@H](C2)N1[C@H](C)c1ccccc1,0,0
254,[H][C@](C)(\N=C\C(=O)OC)C1=CC=CC=C1,1,COC(=O)/C=N/[C@H](C)c1ccccc1,0,1
255,CC1COS(=O)(=O)O1,1,CC1COS(=O)(=O)O1,1,0
256,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-].[Cl-].[Cl-],1,O=[N+]([O-])c1ccc(-[n+]2ccc(-c3cc[n+](-c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)cc2)c([N+](=O)[O-])c1.[Cl-].[Cl-],1,1
257,CC1=CC=CC=C1S(=O)(=O)C(=[N+]=[N-])S(=O)(=O)C2=CC=CC=C2C,1,Cc1ccccc1S(=O)(=O)C(=[N+]=[N-])S(=O)(=O)c1ccccc1C,0,0
258,CC/C=C/C=O,1,CC/C=C/C=O,1,1
259,C1C2CC3CC1CC(C2)(C3)C(=O)Cl,1,O=C(Cl)C12CC3CC(CC(C3)C1)C2,0,0
260,C1=CC(=C(C=C1C2=CC(=C(C=C2)O)N)N)O,1,Nc1cc(-c2ccc(O)c(N)c2)ccc1O,1,1
261,C1=CC(=C(C=C1N)N)OCCO.Cl.Cl,1,Cl.Cl.Nc1ccc(OCCO)c(N)c1,1,1
262,FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,1,O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F,1,0
263,[Cl-].CC1=CC(C)=C([N+]#N)C(C)=C1,1,Cc1cc(C)c([N+]#N)c(C)c1.[Cl-],1,1
264,[H][C@](C)(CCC)OS(C)(=O)=O,1,CCC[C@H](C)OS(C)(=O)=O,1,1
265,C=C[C@H]([C@@H]1CO1)O,1,C=C[C@@H](O)[C@@H]1CO1,1,0
266,C=CS(=O)(=O)C=C,1,C=CS(=O)(=O)C=C,0,0
267,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=CC=CC2=O,1,Cc1ccc(S(=O)(=O)Oc2cccccc2=O)cc1,0,1
268,C1C(O1)COCC2=CC=C(C=C2)COCC3CO3,1,c1cc(COCC2CO2)ccc1COCC1CO1,1,1
269,CC(C)(C)C1=CC(=C(C=C1)N)F,1,CC(C)(C)c1ccc(N)c(F)c1,1,1
270,CS(=O)(=O)O[C@H]1CCN(C1)CC2=CC=CC=C2,1,CS(=O)(=O)O[C@H]1CCN(Cc2ccccc2)C1,0,0
271,CC(=O)SC1CC(N(C1)C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])CN(C(=O)OC(C)(C)C)S(=O)(=O)N,1,CC(=O)SC1CC(CN(C(=O)OC(C)(C)C)S(N)(=O)=O)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1,1,0
272,[H][C@]1(CN(C(=O)OCC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(CO)C1)SC(C)=O,1,CC(=O)S[C@H]1C[C@@H](CO)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1,1,1
273,CC(=C)N1C(=O)N(C(=O)N(C1=O)CC2CO2)CC3CO3,1,C=C(C)n1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,1,0
274,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C(Cl)=C,1,C=C(Cl)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0
275,ON=C(Br)Br,1,ON=C(Br)Br,1,0
276,CN1C(=C)C(C)(C)C2=C1C=CC1=C2C=CC=C1,1,C=C1N(C)c2ccc3ccccc3c2C1(C)C,1,1
277,CS(=O)(=O)O[C@@H]1C[C@H](N(C1)C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])CO,1,CS(=O)(=O)O[C@@H]1C[C@@H](CO)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1,1,1
278,[H][C@]1(O)CN(C(=O)OCC2=CC=C(C=C2)[N+]([O-])=O)[C@@]([H])(C1)C(=O)OC,1,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
279,COC(=O)NC1=CC=C(C=C1F)C(C)(C)C,1,COC(=O)Nc1ccc(C(C)(C)C)cc1F,0,0
280,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C4C3=CC=C5,1,O=c1c2cccc3cccc(c32)c2nc3ccccc3n12,1,1
281,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCC2=CC=C(C=C2)[N+](=O)[O-])OS(=O)(=O)C,1,COC(=O)[C@@H]1C[C@@H](OS(C)(=O)=O)CN1C(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
282,C=CCCCCCCCCC(=O)NN,1,C=CCCCCCCCCC(=O)NN,0,1
283,C1[C@H](O1)C2=CC=CC=C2Cl,1,Clc1ccccc1[C@@H]1CO1,1,1
284,[H][C@@]1(S)CN(C(=O)OCC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(CNS(N)(=O)=O)C1,1,NS(=O)(=O)NC[C@@H]1C[C@H](S)CN1C(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
285,CCN(C1=CC=C(C=C1)N)C(C)C,1,CCN(c1ccc(N)cc1)C(C)C,1,1
286,C1=CC(=CC=C1CCC2=CC=C(C=C2)N)N,1,Nc1ccc(CCc2ccc(N)cc2)cc1,1,1
287,CC1=CC(N)=CC=C1CC1=CC=C(N)C=C1C,1,Cc1cc(N)ccc1Cc1ccc(N)cc1C,1,1
288,C1C(O1)COCC2CO2,1,C(OCC1CO1)C1CO1,1,1
289,C1[C@@H](O1)COS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-],1,O=[N+]([O-])c1cccc(S(=O)(=O)OC[C@H]2CO2)c1,1,1
290,CCOC(=O)C(\O)=C\C1=CC(OCCOC)=NC=C1[N+]([O-])=O,1,CCOC(=O)/C(O)=C/c1cc(OCCOC)ncc1[N+](=O)[O-],1,0
291,CCCC1COS(=O)(=O)O1,1,CCCC1COS(=O)(=O)O1,1,0
292,C(C(CBr)(CBr)C(=O)O)Br,1,O=C(O)C(CBr)(CBr)CBr,1,0
293,C1=CC(=CC=C1CBr)I,1,BrCc1ccc(I)cc1,0,1
294,CC(=C)C(=O)OCOC1C2CC3CC(C2)CC1C3,1,C=C(C)C(=O)OCOC1C2CC3CC(C2)CC1C3,0,1
295,[H][C@]1(C)C=C(CN1C(=O)OCC=C)C(=O)CCl,1,C=CCOC(=O)N1CC(C(=O)CCl)=C[C@@H]1C,1,0
296,O=S1(=O)CS(=O)(=O)OCO1,1,O=S1(=O)CS(=O)(=O)OCO1,1,0
297,[O-][N+](=O)C1=CC=CC2=C1N=NN2,1,O=[N+]([O-])c1cccc2[nH]nnc12,1,1
298,C[C@H]([C@@H]1[C@H]2CC(=O)C(N2C1=O)C(=O)OCC3=CC=C(C=C3)[N+](=O)[O-])O,1,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)C(=O)C[C@H]12,1,1
299,C1=CC=C2C(=C1)C3=C(N2)C4=CC(=C(C=C4C=C3)C(=O)[O-])O.[Na+],1,O=C([O-])c1cc2ccc3c4ccccc4[nH]c3c2cc1O.[Na+],0,1
300,CC(C)(C)C1=NN(C(=C1)N)C,1,Cn1nc(C(C)(C)C)cc1N,1,0
301,C1=CC=C(C=C1)[P+](CCCBr)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],1,BrCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1,0
302,CC(C)(C(=O)O)Br,1,CC(C)(Br)C(=O)O,0,1
303,Cl.CS(=O)(=O)OC1CN(CC2=CC=CC=C2)C1,1,CS(=O)(=O)OC1CN(Cc2ccccc2)C1.Cl,1,0
304,CC(C)(C)OP(=O)(OCCl)OC(C)(C)C,1,CC(C)(C)OP(=O)(OCCl)OC(C)(C)C,0,0
305,COC1=C(C=CC(=C1)C(=O)OC)N,1,COC(=O)c1ccc(N)c(OC)c1,1,1
306,ClCCC(=O)N1C2=C(C=CC=C2)C2=C1C=CC=C2,1,O=C(CCCl)n1c2ccccc2c2ccccc21,1,1
307,CCC(C)(C)OOC(=O)OC(C)C,1,CCC(C)(C)OOC(=O)OC(C)C,0,0
308,COC1=C(C=CC(=C1)C(=O)OC)NC=O,1,COC(=O)c1ccc(NC=O)c(OC)c1,0,1
309,COC1=C(C=CC(=C1)C(=O)OC)[N+](=O)[O-],1,COC(=O)c1ccc([N+](=O)[O-])c(OC)c1,1,1
310,COC1=C(N)C=C(C)C(=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,1,COc1cc(/N=N/c2ccc(O)c(C(=O)O)c2)c(C)cc1N,1,1
311,N#CCCOCC1CO1,1,N#CCCOCC1CO1,1,1
312,CCO\N=C(C(Cl)=O)\C1=NSC(NP(Cl)(Cl)=O)=N1,1,CCO/N=C(\C(=O)Cl)c1nsc(NP(=O)(Cl)Cl)n1,1,0
313,CCCCS(=O)(=O)Cl,1,CCCCS(=O)(=O)Cl,0,0
314,C1=CC(=C(C=C1F)F)CBr,1,Fc1ccc(CBr)c(F)c1,0,0
315,CCCC(C)(C)OOC(C)=O,1,CCCC(C)(C)OOC(C)=O,0,0
316,CS(=O)(=O)OC1CNC1.Cl,1,CS(=O)(=O)OC1CNC1.Cl,1,0
317,C1=CC(=C(C=C1OC2=CC(=NC=C2)C(=O)N)F)N,1,NC(=O)c1cc(Oc2ccc(N)c(F)c2)ccn1,1,0
318,C1=CC=C(C(=C1)CCl)C(Cl)Cl,1,ClCc1ccccc1C(Cl)Cl,1,1
319,CC1(C=CC2=C(O1)C=CC(=C2)[N+](=O)[O-])C,1,CC1(C)C=Cc2cc([N+](=O)[O-])ccc2O1,1,1
320,CC1=C(C=C(C=C1)NN)C.Cl,1,Cc1ccc(NN)cc1C.Cl,1,1
321,C(=O)(C(Cl)(Cl)Cl)OC(=O)C(Cl)(Cl)Cl,1,O=C(OC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1,0
322,C1=C[N+](=CC=C1[N+](=O)[O-])[O-],1,O=[N+]([O-])c1cc[n+]([O-])cc1,1,1
323,C1=CC=C2C(=C1)C(OC2=O)Cl,1,O=C1OC(Cl)c2ccccc21,0,1
324,C1=C(NC(=N1)Cl)[N+](=O)[O-],1,O=[N+]([O-])c1cnc(Cl)[nH]1,1,0
325,C1=C(N=CN1[N+](=O)[O-])[N+](=O)[O-],1,O=[N+]([O-])c1cn([N+](=O)[O-])cn1,1,0
326,CN(C)C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,1,CN(C)c1ccc(C(=O)c2ccc(O)cc2O)cc1,1,1
327,CCOC(=O)[C@H](CC1=CC=C(C=C1)[N+](=O)[O-])N.Cl,1,CCOC(=O)[C@@H](N)Cc1ccc([N+](=O)[O-])cc1.Cl,1,1
328,B(C1=CC=C(C=C1)CBr)(O)O,1,OB(O)c1ccc(CBr)cc1,0,1
329,C[C@H](C1=CC=CC=C1)NCC(=O)C2=CC=C(C=C2)Br,1,C[C@@H](NCC(=O)c1ccc(Br)cc1)c1ccccc1,0,1
330,C1=CC(=CC=C1C=O)C(=O)Cl,1,O=Cc1ccc(C(=O)Cl)cc1,1,1
331,C#CC1=CC=C(C=C1)N,1,C#Cc1ccc(N)cc1,1,1
332,[O-][N+](=O)\C=C\C1=CC=C(Cl)C=C1,1,O=[N+]([O-])/C=C/c1ccc(Cl)cc1,1,1
333,CCOC(=O)C(F)Br,1,CCOC(=O)C(F)Br,1,1
334,COC1=CC(=CC=C1CBr)[N+]([O-])=O,1,COc1cc([N+](=O)[O-])ccc1CBr,1,1
335,COC1=C(C=CC(=C1)[N+](=O)[O-])C2=CN=CO2,1,COc1cc([N+](=O)[O-])ccc1-c1cnco1,1,1
336,COC1=CC(=CC=C1C=O)[N+]([O-])=O,1,COc1cc([N+](=O)[O-])ccc1C=O,1,1
337,CC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])Cl,1,CC(=O)c1cc([N+](=O)[O-])ccc1Cl,1,1
338,C1=CC=NC(=C1)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,1,O=[N+]([O-])c1ccc(Cl)c(-c2ccccn2)c1,1,1
339,C(OS(=O)(=O)Cl)OS(=O)(=O)Cl,1,O=S(=O)(Cl)OCOS(=O)(=O)Cl,1,0
340,CC1=C(C)C(C)=C(NCCNCCNC2=C(C)C(C)=C(C)C(C)=C2C)C(C)=C1C,1,Cc1c(C)c(C)c(NCCNCCNc2c(C)c(C)c(C)c(C)c2C)c(C)c1C,0,0
341,C1C2CC3CC1CC(C2)N3[O],1,[O]N1C2CC3CC(C2)CC1C3,0,0
342,C1[C@@H](O1)CN2C(=O)C3=CC=CC=C3C2=O,1,O=C1c2ccccc2C(=O)N1C[C@H]1CO1,1,1
343,FC1=CC(OC(=S)CCl)=CC(F)=C1F,1,Fc1cc(OC(=S)CCl)cc(F)c1F,0,0
344,ClS(=O)(=O)C1CC2CC1C=C2,1,O=S(=O)(Cl)C1CC2C=CC1C2,1,0
345,CCCS(=O)(=O)Cl,1,CCCS(=O)(=O)Cl,0,0
346,C1=CC=C2C(=C1)C=CC=C2OCC(CCl)O,1,OC(CCl)COc1cccc2ccccc12,1,1
347,C1C(O1)COC2=CC=CC3=CC=CC=C32,1,c1ccc2c(OCC3CO3)cccc2c1,1,1
348,CC1=CC(=NC=C1)Br,1,Cc1ccnc(Br)c1,0,0
349,C[Si](C)(C)N=[N+]=[N-],1,C[Si](C)(C)N=[N+]=[N-],1,0
350,CC(C)OC1=CC=C(C=C1)S(Cl)(=O)=O,1,CC(C)Oc1ccc(S(=O)(=O)Cl)cc1,0,1
351,C1=CC=C(C(=C1)F)S(=O)(=O)Cl,1,O=S(=O)(Cl)c1ccccc1F,0,0
352,CC(C)OS(=O)(=O)C,1,CC(C)OS(C)(=O)=O,1,1
353,NC1=CC=C(OC2=CC=CC(=C2)C(F)(F)F)C(Cl)=C1,1,Nc1ccc(Oc2cccc(C(F)(F)F)c2)c(Cl)c1,1,1
354,ClC1=C2NC=CC2=NC=N1,1,Clc1ncnc2cc[nH]c12,1,0
355,CC(C(=O)C1=CC=C(C=C1)NC(=O)C)Cl,1,CC(=O)Nc1ccc(C(=O)C(C)Cl)cc1,1,1
356,C(C(C(CO)Br)Br)O,1,OCC(Br)C(Br)CO,1,1
357,C1=CC(=CC=C1/C=N/O)Cl,1,O/N=C/c1ccc(Cl)cc1,0,1
358,COC1=C(N)C=CC(Br)=N1,1,COc1nc(Br)ccc1N,1,0
359,CC(C)(C)OC(=O)N1CC(I)C1,1,CC(C)(C)OC(=O)N1CC(I)C1,1,0
360,ClCC1=C(C=O)C=CC=C1,1,O=Cc1ccccc1CCl,1,1
361,OC1=CC=C(C=C1)C(=O)C=C,1,C=CC(=O)c1ccc(O)cc1,0,1
362,C=COCCCCOCC1CO1,1,C=COCCCCOCC1CO1,1,1
363,CSCCCOS(=O)(=O)C1=CC=C(C)C=C1,1,CSCCCOS(=O)(=O)c1ccc(C)cc1,1,1
364,COC1=C(C=CC(=C1)F)[N+](=O)[O-],1,COc1cc(F)ccc1[N+](=O)[O-],1,1
365,C[C@@H](Cl)CN(CC(=O)OC(C)(C)C)CC1=CC=CC=C1,1,C[C@@H](Cl)CN(CC(=O)OC(C)(C)C)Cc1ccccc1,0,1
366,CC(C)SC1=CC=CC=C1[N+]([O-])=O,1,CC(C)Sc1ccccc1[N+](=O)[O-],1,1
367,[O-][N+](=O)C1=CC=C(C=C1)S(=N)(=O)C1CC1,1,N=S(=O)(c1ccc([N+](=O)[O-])cc1)C1CC1,1,1
368,C1CC1SC2=CC=C(C=C2)[N+](=O)[O-],1,O=[N+]([O-])c1ccc(SC2CC2)cc1,1,1
369,[O-][N+](=O)C1=C(OC2=C3C=CC=C4C(=O)OC(=O)C(C=C2)=C34)C=CC=C1,1,O=C1OC(=O)c2ccc(Oc3ccccc3[N+](=O)[O-])c3cccc1c23,1,1
370,COC1=CC=CC=C1OCC2CO2,1,COc1ccccc1OCC1CO1,1,1
371,CC(=C(C#N)C#N)C1=CC=C(C=C1)N,1,CC(=C(C#N)C#N)c1ccc(N)cc1,1,1
372,O=C(O[C@H]1OCC(=O)C=C1)C1=CC=CC=C1,1,O=C1C=C[C@@H](OC(=O)c2ccccc2)OC1,0,0
373,CCC12COCN1COC2,1,CCC12COCN1COC2,0,0
374,CCCC(=O)C(C(=O)OCC)Cl,1,CCCC(=O)C(Cl)C(=O)OCC,0,1
