smiles,ID,endpoint,MW
CC(C)ON(OC(=O)C)C(=O)c1ccccc1,2286,1,237.1
Nc1cc2[nH]c3ccccc3c2cc1[N+](=O)[O-],2287,1,227.07
C1C=Cc2c1ccc3ccc4ccccc4c23,2288,1,216.09
Cc1cnc2c(n1)c(C)cc3c2nc(N)n3C,2289,1,227.12
Oc1cc2[nH]c3ccccc3c2cc1[N+](=O)[O-],2290,1,228.05
[O-][N+](=O)c1c2ccccc2cc3ccccc13,2291,1,223.06
[O-][N+](=O)c1ccc2c3ccccc3C(=O)c2c1,2292,1,225.04
CC(=O)Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-],2293,1,253.02
OC(=O)c1ccc(CCC(=O)CCC#N)cc1,2294,1,231.09
[O-][N+](=O)c1cc2ccccc2c3ccccc13,2295,1,223.06
Cc1cnc2cc3nc(N)n(C)c3c(C)c2n1,2296,1,227.12
Cc1c(C)c2c(nc(N)n2C)c3nccnc13,2297,1,227.12
CCCCOC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],2298,1,239.08
Cc1ccc2nsc(NC(=O)C(Cl)(Cl)Cl)c2c1,2299,1,307.93
CC(=O)OCC12OOC1(C)c3ccccc3O2,2300,1,236.07
Oc1cccc2C(=O)c3ccccc3C(=O)c12,2301,1,224.05
OCCN(CCO)c1ccc2ccccc2c1,2302,1,231.13
[O-][N+](=O)c1ccc2cc3ccccc3cc2c1,2303,1,223.06
Clc1ccc2ccc3cccc4ccc1c2c34,2304,1,236.04
CN(C)Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-],2305,1,254.05
Cc1c(cc(c(N)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2306,1,242.03
Nc1ccc2c(Cc3cc(ccc23)[N+](=O)[O-])c1,2307,1,226.07
COc1ccc2c(OC)c3ccoc3nc2c1,2308,1,229.07
CC(=O)Nc1nnc(s1)c2oc(cc2)[N+](=O)[O-],2309,1,254.01
COc1ccc2nc3occc3c(OC)c2c1,2310,1,229.07
Cc1ccc2c(C)c3ccccc3c(C)c2c1,2311,1,220.13
[O-][N+](=O)c1ccc2c(ccc3ccccc23)c1,2312,1,223.06
Nc1ccc(Sc2ccc(cc2)[N+](=O)[O-])cc1,2313,1,246.05
Cc1cnc2c(C)cc3c(nc(N)n3C)c2n1,2314,1,227.12
Nc1ccc(\C=C\c2cccc(c2)C#N)cc1,2315,1,220.1
[O-][N+](=O)c1ccc2Oc3ccccc3Oc2c1,2316,1,229.04
Oc1ccc2c(O)c3ccccc3cc2c1O,2317,1,226.06
CC(=O)Nc1ccc(Sc2ccccc2)cc1,2318,1,243.07
Cc1cc(N)c(C)c2c3cc(O)ccc3[nH]c12,2319,1,226.11
CC(C)c1c(N)ccc2c1Cc3ccccc23,2320,1,223.14
Cc1ccc2nc3ccc(C)cc3c(N)c2c1,2321,1,222.12
[O-][N+](=O)c1ccc(Nc2ccc(Cl)cc2)cc1,2322,1,248.04
Nc1cc2c(cc1[N+](=O)[O-])[nH]c3ccccc23,2323,1,227.07
COc1cccc2c(OC)c3ccoc3nc12,2324,1,229.07
CC(C)C(NC(=O)C)C(=O)N(CC(=O)O)N=O,2325,1,245.1
CCn1c(N)nc2c3ncc(C)nc3ccc12,2326,1,227.12
Cc1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,2327,1,239.12
ClCCN(CCCl)c1ccc2ccccc2c1,2328,1,267.06
COc1cccc(\C=C\c2ccc(N)cc2)c1,2329,1,225.12
COP(=S)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-],2330,1,277.02
Cc1nn(C)c(N)c1C(=O)c2ccccc2F,2331,1,233.1
Cc1c2ccccc2c(CCl)c3ccccc13,2332,1,240.07
Cn1c2ccccc2c3cc(ccc13)[N+](=O)[O-],2333,1,226.07
CC(C)(C)OC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],2334,1,239.08
Nc1ccccc1SCSc2ccccc2N,2335,1,262.06
[O-][N+](=O)c1ccc(\C=C\c2ccccc2)cc1,2336,1,225.08
CC(=O)OC(OC(=O)C)c1oc(cc1)[N+](=O)[O-],2337,1,243.04
Cc1ccc2ccc3cccc4ccc1c2c34,2338,1,216.09
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,2339,1,266.04
Nc1cccc2c3cccc4cccc(c12)c34,2340,1,217.09
OC1C2OC2c3c(ccc4cccnc34)C1O,2341,1,229.07
Oc1cccc2Cc3cc(ccc3c12)[N+](=O)[O-],2342,1,227.06
C(Oc1ccccc1c2ccccc2)C3CO3,2343,1,226.1
CN(C)c1nc2c3cccnc3ccc2n1C,2344,1,226.12
Cc1nc2ccc3c(nc(N)n3C)c2nc1C,2345,1,227.12
Nc1ccc(cc1Cl)c2cc(Cl)c(N)c(Cl)c2,2346,1,285.98
[O-][N+](=O)c1oc(cc1)c2csc(NNC=O)n2,2347,1,254.01
Nc1ncnc2c1ncn2Cc3ccccc3,2348,1,225.1
Nc1ccc2ccc3cccc4ccc1c2c34,2349,1,217.09
c1ccc2c(c1)ccc3c4ccccc4sc23,2350,1,234.05
Cc1ccc(Nc2ccc(cc2)[N+](=O)[O-])cc1,2351,1,228.09
[O-][N+](=O)c1ccc2nc3ccccc3nc2c1,2352,1,225.05
Cn1c(N)nc2ncc(cc12)c3ccccc3,2353,1,224.11
Cn1c2ccccc2c3ccc(cc13)[N+](=O)[O-],2354,1,226.07
COc1cc(OC)c2C3C(OC4OC34)Oc2c1,2355,1,236.07
COc1ccc(\C=C\c2ccc(N)cc2)cc1,2356,1,225.12
Cc1ccc2nc(sc2c1)c3ccc(N)cc3,2357,1,240.07
[O-][N+](=O)c1ccc2c(CCc3ccccc23)c1,2358,1,225.08
Nc1cc2ccc3cccc4ccc(c1)c2c34,2359,1,217.09
CC(C)CNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],2360,1,238.1
COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2361,1,243.01
Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-],2362,1,227.07
[O-][N+](=O)c1oc(\C=N\N2CCCNC2=O)cc1,2363,1,238.07
Nc1ccc2c3ccccc3[nH]c2c1[N+](=O)[O-],2364,1,227.07
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,2365,1,232.08
CC\C=C\C=C\C=C\C=C\C=C\OCCCO,2366,1,234.16
C(Oc1ccc(cc1)c2ccccc2)C3CO3,2367,1,226.1
CCn1c(N)nc2c3nc(C)cnc3ccc12,2368,1,227.12
CCn1c(N)nc2c3cccnc3cc(C)c12,2369,1,226.12
Clc1ccc(Oc2ccc(NC=O)cc2)cc1,2370,1,247.04
[O-][N+](=O)c1ccc(cc1)c2csc(NC=O)n2,2371,1,249.02
CN(C)c1ccc(\C=C\c2ccccc2)cc1,2372,1,223.14
O=C1NC2(CCCCC2)C(=O)N1CCN3CC3,2373,1,237.15
Nc1cc2nc3ccc(Cl)cc3nc2cc1N,2374,1,244.05
COc1ccc(CNC(=O)C(C)Br)cc1OC,2375,1,301.03
ClC(=C(Cl)\C(=C(/Cl)\SCc1ccccc1)\Cl)Cl,2376,1,345.87
COP(=O)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-],2377,1,261.04
CCCCNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],2378,1,238.1
NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,2379,1,244.08
OC(Cc1cn(N=O)c2ccccc12)C(=O)O,2380,1,234.06
OCc1cc2ccc3cccc4ccc(c1)c2c34,2381,1,232.09
CC1CC2C(Cc3c[nH]c4cccc2c34)N(C)C1,2382,1,240.16
C[C@@H]1C=Cc2c1ccc3c2ccc4ccccc34,2383,1,230.11
Cc1c(N)cccc1N=Nc2cccc(N)c2C,2384,1,240.14
CC(=O)N\N=C\C1=CN(O)c2ccccc2N1O,2385,1,248.09
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,2386,1,257.1
Oc1cccc(\C=N\c2snc3ccccc23)c1,2387,1,254.05
CCC(CC)c1cccc(OC(=O)N(C)N=O)c1,2388,1,250.13
Fc1ccc(cc1)C(=O)[C@H]2O[C@@H]2c3ccccc3,2389,1,242.07
Nc1ncnc2c1ncn2C3OC(CO)CC3O,2390,1,251.1
CCC(=O)N(O)c1ccc(cc1)c2ccccc2,2391,1,241.11
CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,2392,1,239.14
ClC[C@]1(C(Cl)Cl)[C@@H]2CC(Cl)(Cl)[C@@]1(CCl)[C@H](Cl)[C@@H]2Cl,2393,1,409.83
CC(=O)NCc1onc(n1)c2oc(cc2)[N+](=O)[O-],2394,1,252.05
Cc1cc2ncccc2c3nc(N=N#N)n(C)c13,2395,1,238.1
CC1C=C(C=O)C(=CC2(O)CC(C)(C)CC12)C=O,2396,1,248.14
Cc1ccc(N)cc1N=Nc2cc(N)ccc2C,2397,1,240.14
[O-][N+](=O)c1oc(\C=C/c2csc(NC=O)n2)cc1,2398,1,265.02
CN(C)c1ccc(N=Nc2ccccc2)c(C)c1,2399,1,239.14
OC[C@H]1O[C@H](C[C@H]1O)N2C=C(CO)C(=O)NC2=O,2400,1,258.09
Nc1c2ncn(Cc3ccccc3)c2nc[n+]1[O-],2401,1,241.1
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,2402,1,265.09
O1C2C1c3cccc4C5OC5c6cccc2c6c34,2403,1,234.07
CCCCON(OC(=O)C)C(=O)c1ccccc1,2404,1,251.12
C1=Cc2cc3cccc4ccc5ccc1c2c5c34,2405,1,226.08
CC(C)(O)C1Cc2cc3C=CC(=O)Oc3cc2O1,2406,1,246.09
Nc1c(F)cc(cc1F)c2cc(F)c(N)c(F)c2,2407,1,256.06
C\C=C\C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,2408,1,248.1
Oc1c2C(=N)CCC(=N)c2c(O)c3ccccc13,2409,1,240.09
CN1CC(=C[C@@H]2[C@H]1Cc3c[nH]c4cccc2c34)C,2410,1,238.15
CC1(C)CC2C3(C)CC3(C=O)C(=CC2(O)C1)C=O,2411,1,248.14
Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,2412,1,237.13
CCN(CC)C(=O)\C(=C(\C)/OP(=O)(OC)OC)\Cl,2413,1,299.07
CC(=O)Nc1ccc(\C=C/c2ccccc2)cc1,2414,1,237.12
Cc1ccc(cc1N)N=Nc2ccc(C)c(N)c2,2415,1,240.14
Nc1nc(N)c2ncn(CC(O)CN=N#N)c2n1,2416,1,249.11
CSc1ncnc2c1ncn2CC(O)CN=N#N,2417,1,265.07
C[C@@H]1CCc2c1ccc3c2ccc4ccccc34,2418,1,232.13
Nc1cc(Cl)c(cc1Cl)c2cc(Cl)c(N)cc2Cl,2419,1,319.94
Cc1ccccc1N=Nc2ccc(N)c(C)c2N,2420,1,240.14
OC1C=CC2=C(C1O)c3cccc4cccc2c34,2421,1,236.08
Cc1ccccc1N=Nc2cc(C)c(N)cc2N,2422,1,240.14
Nc1nc(Cl)c2ncn(CC(O)CN=N#N)c2n1,2423,1,268.06
CC(=O)NC1=NC(=NOC1)c2oc(cc2)[N+](=O)[O-],2424,1,252.05
O=C1c2ccccc2C(=O)c3c(cccc13)[N+]#N,2425,1,235.05
O=C1CCc2ccc3c(ccc4ccccc34)c12,2426,1,232.09
Cn1c(ncc1[N+](=O)[O-])[C@H]2NC(CO)(CO)CO2,2427,1,258.1
Oc1ccc(\C=N\c2snc3ccccc23)cc1,2428,1,254.05
N#N=NCCC(c1ccccc1)c2ccccc2,2429,1,237.13
Cc1c2ccccc2c([C@@H]3CO3)c4ccccc14,2430,1,234.1
CCCCCCCCCCSCn1cc[n+](C)c1,2431,1,269.2
O=C1CCc2c1ccc3c2ccc4ccccc34,2432,1,232.09
CC(=C\C(=N\Nc1nncc2ccccc12)\C)C,2433,1,240.14
CC(=O)Nc1ccc2c(Cc3cc(O)ccc23)c1,2434,1,239.09
NC1=C2C(=O)c3ccccc3C(=O)C2=C(N)CC1,2435,1,240.09
Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,2436,1,240.04
Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)C[C@H]3O,2437,1,251.1
[Cl-].C[n+]1c2cc(N)ccc2cc3ccc(N)cc13,2438,1,259.09
[Cl-].CNc1ccc2nc3ccc(N)cc3[s+]c2c1,2439,1,277.04
C[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,2440,1,240.16
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,2441,1,346.91
[O-][N+](=O)c1ccc(c2ccccc2)c(c1)[N+](=O)[O-],2442,1,244.05
O=C1c2ccccc2c3cc4ccccc4cc13,2443,1,230.07
O=C1C=C2c3ccccc3c4cccc(C1=O)c24,2444,1,232.05
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1O,2445,1,238.06
CCc1cccc(CC)c1N(COC)C(=O)CCl,2446,1,269.12
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,2447,1,265.09
O1c2cc3ccc4c5Oc5cc6ccc(c12)c3c46,2448,1,230.04
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1N,2449,1,283.02
CC(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,2450,1,261.06
Cc1ccc2C(=O)c3ccc(O)cc3C(=O)c2c1,2451,1,238.06
C[C@H]1C=C(C=O)C(=C[C@]2(O)CC(C)(C)C[C@H]12)C=O,2452,1,248.14
C[N+]1=CC=C(CC1)c2ccccc2.OCl(=O)(=O)=O,2453,1,272.07
O[C@H]1C=CC2=C([C@@H]1O)c3cccc4cccc2c34,2454,1,236.08
[N-]=[N+]=NCCC(c1ccccc1)c2ccccc2,2455,1,237.13
[O-][N+](=O)c1cc2CCCC(=O)c2c3ccccc13,2456,1,241.07
OC(=O)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2457,1,256.99
CN1CC(=C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C,2458,1,238.15
CCN(CC)C(=O)\C(=C(/C)\OP(=O)(OC)OC)\Cl,2459,1,299.07
ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,2460,1,407.81
CN(C)c1ccc(\N=N\c2ccccc2)c(C)c1,2461,1,239.14
CN(C)c1ccc(cc1)\N=N\c2cccc(C)c2,2462,1,239.14
[Na+].CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,2463,1,255.07
[H+].[H+].[Cl-].[Cl-].Cc1cc(ccc1N)c2ccc(N)c(C)c2,2464,1,284.08
[H+].[H+].[Cl-].[Cl-].Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,2465,1,323.98
[H+].[Cl-].Cc1ccccc1\N=N\c2ccc(N)c(C)c2,2466,1,261.1
ON1C=Nc2c(ncn2Cc3ccccc3)C1=N,2467,1,241.1
[H+].[Cl-].Cc1cc(\N=N\c2ccccc2)c(N)cc1N,2468,1,262.1
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(CO)C(=O)NC2=O,2469,1,258.09
[Cl-].Nc1ccc(Oc2ccc(cc2)[N+](=O)[O-])cc1,2470,1,265.04
CC(=O)\N=N\C=C/1\C=[N+]([O-])c2ccccc2N1O,2471,1,246.08
Cc1ccccc1\N=N\c2cc(C)c(N)cc2N,2472,1,240.14
O.O.O.O.O.O.[Na+].[Na+].O[B-]1(O)OO[B-](O)(O)OO1,2473,1,308.05
CC(C)(O)[C@@H]1Cc2cc3C=CC(=O)Oc3cc2O1,2474,1,246.09
CC(=O)NC1ON=C(N=C1)c2oc(cc2)[N+](=O)[O-],2475,1,252.05
[H+].[Cl-].Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,2476,1,322.94
CC1(C)C[C@H]2[C@H](O)[C@]3(C)C[C@]3(C=O)C(=C2C1)C=O,2477,1,248.14
Fc1ccc(cc1)C(=O)[C@@H]2O[C@H]2c3ccccc3,2478,1,242.07
C\C=C\C1=CC(=O)[C@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O,2479,1,248.1
O[C@@H]1C=C2c3ccccc3c4cccc([C@H]1O)c24,2480,1,236.08
Cc1ccccc1\N=N\c2ccc(N)c(C)c2N,2481,1,240.14
C(=N\c1ccccc1)/c2cccc3cccnc23,2482,1,232.1
CC\C=C\C=C\C=C/C=C/C=C/OCC(O)CO,2483,1,250.16
CC1(C)C[C@@H]2[C@@]3(C)C[C@@]3(C=O)C(=C[C@]2(O)C1)C=O,2484,1,248.14
Cn1c(ncc1[N+](=O)[O-])C2NC(CO)(CO)CO2,2485,1,258.1
Cc1ccc(cc1N)\N=N\c2ccc(C)c(N)c2,2486,1,240.14
CC(=O)OCCCCONC(=O)c1ccccc1,2487,1,251.12
Cc1cc2ncccc2c3nc(N=[N+]=[N-])n(C)c13,2488,1,238.1
Cc1ccc(N)cc1\N=N\c2cc(N)ccc2C,2489,1,240.14
Cc1c(N)cccc1\N=N\c2cccc(N)c2C,2490,1,240.14
Oc1cccc(\C=N\C2SNc3ccccc23)c1,2491,1,256.07
Oc1ccc(\C=N\C2SNc3ccccc23)cc1,2492,1,256.07
Nc1nc(N)c2[nH]c[n+](CC(O)CN=[N+]=[N-])c2n1,2493,1,250.12
Nc1nc(Cl)c2[nH]c[n+](CC(O)CN=[N+]=[N-])c2n1,2494,1,269.07
CSc1ncnc2c1[nH]c[n+]2CC(O)CN=[N+]=[N-],2495,1,266.08
CC(C)c1ccc(C=Cc2ccc(N)cc2)cc1,2496,1,237.15
CCCCc1c(N)ccc2c1Cc3ccccc23,2497,1,237.15
CC(=O)N(O)c1ccc(Oc2ccccc2)cc1,2498,1,243.09
Nc1ccccc1SCCSc2ccccc2N,2499,1,276.08
c1ccc2cc3c(ccc4cccnc34)cc2c1,2500,1,229.09
O=P1(Oc2ccccc2)OCc3ccccc3O1,2501,1,262.04
ClCc1ccc2ccc3cccc4ccc1c2c34,2502,1,250.05
CC\C=C\C=C\C=C\C=C\C=C\OCC(O)CO,2503,1,250.16
CC(C)(C)CNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],2504,1,252.11
O=C1C=Cc2ccc3C(=O)C=Cc4ccc1c2c34,2505,1,232.05
OC(=O)COc1ccc(cc1)N(CCCl)CCCl,2506,1,291.04
ClCc1c2ccccc2c(CCl)c3ccccc13,2507,1,274.03
COc1ccc2c(ccc3oc(cc23)[N+](=O)[O-])c1,2508,1,243.05
O=C1Oc2c3CCCN4CCCc(cc2C=C1)c34,2509,1,241.11
ClCc1cc2c3ccccc3c4cccc(c1)c24,2510,1,250.05
NC(=O)\C(=C/c1oc(cc1)[N+](=O)[O-])\c2occc2,2511,1,248.04
O=C1c2ccccc2c3c1ccc4ccccc34,2512,1,230.07
[O-][N+](=O)c1ccc2c(OC(=O)c3ccccc23)c1,2513,1,241.04
Cc1cc2c(C)c3ccccc3c(C)c2cc1C,2514,1,234.14
C(Oc1ccc(Cc2ccccc2)cc1)C3CO3,2515,1,240.12
CC(C)(C)c1cc(ccc1N=O)c2ccccc2,2516,1,239.13
COc1ccc2[nH]c3c(C)cc(N)c(C)c3c2c1,2517,1,240.13
CC(=O)OCc1cc(ccc1OC(=O)C)C(=O)C,2518,1,250.08
O=C(OCC1CCC2OC2C1)C3CCC4OC4C3,2519,1,252.14
CC(=O)N(O)c1ccc2c(Cc3ccccc23)c1,2520,1,239.09
c1cnc2c(c1)ccc3c2ccc4cccnc34,2521,1,230.08
CCCN(C(=O)CCCl)c1snc2ccccc12,2522,1,282.06
C=CCN1C2C1c3ccccc3c4ccccc24,2523,1,233.12
Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,2524,1,240.04
C(Oc1ccccc1Cc2ccccc2)C3CO3,2525,1,240.12
Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,2526,1,239.06
c1ccc2cc3c(ccc4ccncc34)cc2c1,2527,1,229.09
[O-][N+](=O)c1cc(cs1)C(=O)Nc2cccc(Cl)c2,2528,1,281.99
c1ccc2c(c1)ccc3cc4cnccc4cc23,2529,1,229.09
BrCc1cc2c3ccccc3c4cccc(c1)c24,2530,1,294
[O-][N+](=O)c1cc(cs1)C(=O)Nc2cccc(Br)c2,2531,1,325.94
O=C1c2ccccc2c3cccc4cccc1c34,2532,1,230.07
ClC(C(=O)NCc1ccccc1)c2ccccc2,2533,1,259.08
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,2534,1,313.04
c1ccc2c(c1)ccc3c4ccccc4ccc23,2535,1,228.09
Cc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1,2536,1,262.04
BrCc1ccc2cccc3c4ccccc4c1c23,2537,1,294
CC(=O)Nc1ccc2c(Cc3cccc(O)c23)c1,2538,1,239.09
COc1ccc(C(=O)c2ccccc2O)c(O)c1,2539,1,244.07
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1,2540,1,240.04
N1C2C1c3cccc4C5NC5c6cccc2c6c34,2541,1,232.1
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,2542,1,240.08
Cn1c(NO)nc2ncc(cc12)c3ccccc3,2543,1,240.1
Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,2544,1,238.07
OCc1ccc2ccc3cccc4ccc1c2c34,2545,1,232.09
c1ccc2cc3c(ccc4ccccc34)cc2c1,2546,1,228.09
[O-][N+](=O)c1ccc2OC(=O)c3ccccc3c2c1,2547,1,241.04
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,2548,1,237.08
OCc1ccc2c3cccc4cccc(c2c1)c34,2549,1,232.09
CC(C)(C)c1cc(ccc1NO)c2ccccc2,2550,1,241.15
c1ccc2c(c1)ccc3c4cccnc4ccc23,2551,1,229.09
COc1cccc2C(=O)c3ccccc3C(=O)c12,2552,1,238.06
Cc1cc2c(nc(N)n2C)c3nc(C)c(C)nc13,2553,1,241.13
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,2554,1,242.06
Nc1ccc(Cc2ccc(NO)c(Cl)c2)cc1Cl,2555,1,282.03
COc1ccc2C=C(Oc3cccc1c23)[N+](=O)[O-],2556,1,243.05
Cc1cnc2c(C)c(C)c3c(nc(N)n3C)c2n1,2557,1,241.13
[O-][N+](=O)c1cc(cs1)C(=O)Nc2cccc(F)c2,2558,1,266.02
CC(=O)N(Cl)c1ccc2c(Cc3ccccc23)c1,2559,1,257.06
c1cnc2c(c1)ccc3c4cccnc4ccc23,2560,1,230.08
Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1,2561,1,243.11
ON(C=O)c1ccc(Oc2ccc(Cl)cc2)cc1,2562,1,263.03
[O-][N+](=O)c1ccc(cc1)c2ccc(cc2)[N+](=O)[O-],2563,1,244.05
CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,2564,1,259.07
[O-][N+](=O)c1ccc(\C=C\c2cccc(Cl)c2)cc1,2565,1,259.04
COc1c2ccoc2nc3cc4OCOc4cc13,2566,1,243.05
CNc1ccc(cc1[N+](=O)[O-])N(CCO)CCO,2567,1,255.12
CC1=C2C(O)C(C)(C)C=C2C(=O)C(C)(O)C13CC3,2568,1,248.14
CC(C)(C)c1ccc(cc1)c2ccc(NO)cc2,2569,1,241.15
ClCc1ccc2c3cccc4cccc(c2c1)c34,2570,1,250.05
CC(=O)Nc1nc2c3cccnc3ccc2n1C,2571,1,240.1
C1=Cc2ccc3c4ccccc4c5ccc1c2c35,2572,1,226.08
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccc(Cl)cc2,2573,1,281.99
Cc1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,2574,1,239.09
Cc1ccccc1NC(=O)c2csc(c2)[N+](=O)[O-],2575,1,262.04
CC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1,2576,1,242.11
Nc1cccc2C(=O)c3c(N)cccc3C(=O)c12,2577,1,238.07
Cc1cnc2c(n1)c(C)c(C)c3c2nc(N)n3C,2578,1,241.13
ClCc1ccc2c3ccccc3c4cccc1c24,2579,1,250.05
c1ccc2c(c1)ccc3c2ccc4cccnc34,2580,1,229.09
BrCc1cccc2c3cccc4cccc(c12)c34,2581,1,294
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2F,2582,1,266.02
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccc(Br)cc2,2583,1,325.94
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2Cl,2584,1,281.99
Nc1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,2585,1,240.09
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccc(F)cc2,2586,1,266.02
O=Nc1ccc2ccc3cccc4ccc1c2c34,2587,1,231.07
NCCCNCCCCN(CCCN)N(O)N=O,2588,1,262.21
Cc1ccc(NC(=O)c2csc(c2)[N+](=O)[O-])cc1,2589,1,262.04
BrCc1ccc2c3cccc4cccc(c2c1)c34,2590,1,294
COc1cc2nc3cc(N)ccc3nc2cc1N,2591,1,240.1
ONc1ncnc2c1ncn2Cc3ccccc3,2592,1,241.1
CN(C(=O)c1csc(c1)[N+](=O)[O-])c2ccccc2,2593,1,262.04
Cc1ccc(cc1)c2nc3SCCn3c2[N+](=O)[O-],2594,1,261.06
Nc1c2ccccc2nc3ccc(cc13)[N+](=O)[O-],2595,1,239.07
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,2596,1,240.04
[O-][N+](=O)c1c(nc2SCCn12)c3ccc(Cl)cc3,2597,1,281
[O-][N+](=O)c1ccc(\C=C\c2ccc(Cl)cc2)cc1,2598,1,259.04
c1ccc2cc3cc4ccccc4cc3cc2c1,2599,1,228.09
CCCCCOC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],2600,1,253.1
CCOP(=O)(OCC)Oc1ccc(cc1)[N+](=O)[O-],2601,1,275.06
ON(C=O)c1ccc(\C=C\c2ccccc2)cc1,2602,1,239.09
CC(C)(C)c1ccc(cc1)c2ccc(cc2)N=O,2603,1,239.13
COc1cc(ccc1N)c2ccc(N)c(OC)c2,2604,1,244.12
Cc1ccc2nc3cc(C)c(N)cc3nc2c1N,2605,1,238.12
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2Br,2606,1,325.94
c1ccc(nc1)c2cccc(n2)c3ccccn3,2607,1,233.1
Cc1cc(c(C)c2c3ccccc3[nH]c12)[N+](=O)[O-],2608,1,240.09
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,2609,1,272.08
Oc1cccc2C(=O)c3c(O)cccc3C(=O)c12,2610,1,240.04
CCCCCNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],2611,1,252.11
Clc1ccc(Oc2ccc(NC=O)cc2)c(Cl)c1,2612,1,281
Oc1ccc2Oc3cc(O)cc(O)c3C(=O)c2c1,2613,1,244.04
ClCc1ccc2cccc3c4ccccc4c1c23,2614,1,250.05
c1ccc2c(c1)ccc3c4ccncc4ccc23,2615,1,229.09
O=C(Nc1snc2ccccc12)c3ccccc3,2616,1,254.05
BrCc1ccc2c3ccccc3c4cccc1c24,2617,1,294
CC(=O)Nc1cc2Cc3ccccc3c2cc1Cl,2618,1,257.06
O=C1C=Cc2ccc3C=CC(=O)c4ccc1c2c34,2619,1,232.05
ClC(=O)OCC1c2ccccc2c3ccccc13,2620,1,258.04
Nc1ccc2C(=O)c3cc(N)ccc3C(=O)c2c1,2621,1,238.07
NC(=O)c1cc(N2CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-],2622,1,252.05
